cluster_id,family_tokens,districts,n_members,n_winners,total_wins,span,members,member_ids
F0021,kirmani,okara,6,0,0,1993-2024,"Kamran Kirmani (0W/1C, IND); Syed Ameer Hamza Kirmani (0W/1C, IND); Syed Shah Nawaz Kirmani (0W/2C, NA(alliance)|PMLF); Syed Muratab Ali Kirmani (0W/1C, IND); ALI NAWAZ SYED KIRMANI (0W/1C, IND); Syed Tanseer Haider Kirmani (0W/1C, IND)",P00093|P06642|P10548|P13370|P13371|P13377
F0022,shujah,okara,2,0,0,1993-1997,"Ahmad Shujah (0W/1C, IND); Mian Ahmad Shujah Wattoo (0W/1C, IND)",P00100|P01419
F0024,altaf,multan,2,0,0,1993-2024,"Barrister Taimur Altaf Malik (0W/1C, IND); M. Altaf (0W/1C, Pakistan Saraiki Party)",P00110|P13486
F0025,langah,multan|multan cum lodhran,2,0,0,1993-2002,"Barister Taj M. Khan Langah (0W/1C, Pakistan Saraiki Party); Taj M. Langah (0W/2C, Pakistan Saraiki Party)",P00116|P02998
F0027,rizvi,lodhran|multan cum lodhran,2,0,0,1993-2002,"Syed Nasir Ali Rizvi (0W/3C, IND|PMLN); Makhdoom Syed Akbar Ali Rizvi (0W/1C, IND)",P00122|P03037
F0029,gill,khanewal|multan cum khanewal,4,0,0,1993-2013,"Ch.muhammad Asad Iqbal Gill (0W/1C, IND); Muhammad Saqlain Razi Gill (0W/1C, IND); Captain (Ret) Asad Gill (0W/1C, PPP); Akhtar Hussain Gill (0W/3C, IJM|JUP|MMA)",P00133|P04685|P06806|P06815
F0033,farhatullah,khanewal,2,0,0,1993-2013,"Farhatullah Khan (0W/3C, IND|PMLN); Khan Farhatullah Khan (0W/1C, IND)",P00142|P03045
F0035,idrees,sahiwal,3,0,0,1993-2013,"Ch. M. Idrees (0W/1C, JI); Peer Ihsan Ul Haq Idrees Advocate (0W/1C, IND); Ehsan-Ul-Haq Idrees (0W/2C, PMLN)",P00146|P03069|P06850
F0039,sara,lahore|pakpattan|sahiwal,2,0,0,1993-2013,"Aish M. Khan Sara, Adv. (0W/1C, PTI); Aish M. Khan Sara (0W/4C, IND)",P00162|P03090
F0044,bhatti,vehari,7,0,0,1993-2024,"Taj M. Bhatti (0W/1C, IND); Abdul Hameed Bhatti (0W/1C, PPP); Syed Javed Hussain Bhatti (0W/1C, JI); Riasat Ali Bhatti (0W/1C, PTI); Abdul Rashid Bhatti (0W/1C, IND); Akbar Ali Bhatti (0W/1C, IND); Bilal Akbar Bhatti (0W/2C, IND)",P00174|P00176|P01495|P01501|P04718|P06902|P13576
F0045,dogar,vehari,5,0,0,1993-2024,"Tahir Naveed Dogar Advocate (0W/1C, IND); Haji Irshad Ahmad Dogar (0W/1C, MMA); Nazir Ahmad Mithoo Dogar (0W/1C, IND); Aqeel Ahmad Shani Dogar (0W/1C, IND); Anam Hamza Dogar (0W/1C, JI)",P00182|P03095|P04715|P06919|P13560
F0049,pachar,rajanpur,2,0,0,1993-2002,"M. Rafiq Pachar (0W/1C, JI); M. Rafi Pachar, Adv. (0W/1C, MMA)",P00191|P03131
F0052,kazmi|mehdi,muzaffargarh,5,0,0,1993-2024,"Dr. Syed Ather Mehdi Kazmi (0W/1C, MQM); Muzaffar Mehdi Hashmi (0W/1C, IND); Syed Javed Saeed Kazmi (0W/1C, IND); Dr. Syed Athar Mehdi Kazmi (0W/1C, Pakistan Saraiki Party); Riaz Ali Kazmi (0W/1C, JI)",P00197|P00205|P01526|P07088|P13774
F0053,rasool,muzaffargarh,3,0,0,1993-2013,"Tanveer Rasool Qureshi (0W/1C, JUIF); Jam Niaz Rasool Ganga (0W/1C, Pakistan Saraiki Party); Sardar Haji Rasool Bakhsh (0W/1C, IND)",P00198|P01517|P07069
F0057,arbi,muzaffargarh,2,0,0,1993-1997,"Malik Ghulam M. Fakhar-Ur-Rasul Arbi Khar (0W/1C, IND); Malik Ghulam M. Fakhar-Ur-Rusul Arbi (0W/1C, IND)",P00203|P01522
F0060,gardezi,bahawalpur,3,0,0,1993-2024,"Syed Irfan Ahmed Gardazi (0W/3C, IND|PPP); Syed Tasneem Nawaz Gardezi (0W/3C, IND|PMLN|PMLQ); Syed Salman Ahmad Gardezi (0W/1C, PPP)",P00230|P04805|P10714
F0061,khakwani,bahawalnagar,2,0,0,1993-2024,"Arslan Khan Khakwani (0W/2C, JI|MMA); Capt. M. Sadiq Khan Khakwani (0W/1C, JI)",P00238|P10693
F0063,bari,bahawalnagar|bahawalpur|rahimyar khan,2,0,0,1993-2013,"Ihsan Bari Doctor (0W/2C, IND); Ehsan Bari Mian Dr. Sahib (0W/7C, IND|JI|JUIF|MMA)",P00243|P07169
F0066,rabbani,rahimyar khan,2,0,0,1993-2013,"Abdur Rauf Rabbani (0W/1C, IJM); Allama Abdul Raoof Rabbani (0W/1C, JUIF)",P00255|P07209
F0069,nusrat,sukkur,2,0,0,1993-2018,"Nusrat Bano (0W/1C, IND); Nusrat Aziz (0W/1C, IND)",P00273|P10956
F0071,adil,sukkur,2,0,0,1993-2008,"Faruk Adil Sheikh (0W/2C, IND); Farrukh Adil Shaikh. (0W/1C, IND)",P00279|P04862
F0073,dharejo,ghotki|sukkur|sukkur cum ghotki,3,0,0,1993-2008,"Jam Zafarullah Khan Dharejo (0W/1C, IND); Jam Saifullah Khan Dharejo (0W/5C, IND|PPP); Jam Ghulam Qadir Khan Dharejo (0W/1C, IND)",P00284|P00288|P03300
F0075,pahore|alim,shikarpur,4,0,0,1993-2018,"Molvi M. Alim Pahore (0W/1C, JUIF); Hajid Khanwand Bux Khan Pahore (0W/1C, IND); Molvi M. Alim (0W/1C, IJM); Moulana Abdullah Pahore (0W/3C, JUIF|MMA)",P00297|P01611|P04899|P07378
F0076,nabi,larkana|shikarpur|sukkur,3,0,0,1993-2024,"Abdul Nabi (0W/3C, IND|JUP-N); Ghulam Nabi (0W/2C, IND|PRHP); Mufti Abdul Nabi Langah (0W/1C, JUIF)",P00300|P04917|P07439
F0078,abro,jacobabad,3,0,0,1993-2013,"Muhammad Aslam Abro (0W/1C, IND); M. Aslam Abro (Retired) (0W/1C, IND); Muhammad Imran Abro (0W/1C, IND)",P00322|P04941|P07475
F0079,khalique,jacobabad,2,0,0,1993-2013,"Faqir Abdul Khalique (0W/1C, IND); Pir Abdul Khalique Samejo (0W/1C, IND)",P00325|P07509
F0081,jamali,naushero feroz|nawabshah,5,0,0,1993-2008,"Dil Murad Jamali (0W/2C, IND); Ghulam Mustafa Jamali (0W/1C, IND); Khan M. Jamali (0W/3C, IND); Sher Muhammad Jamali (0W/1C, IND); Mumtaz Ali Jamali (0W/2C, IND|Saraiki National Party)",P00331|P00333|P00335|P01639|P04986
F0082,abbasi,naushero feroz,3,0,0,1993-2002,"Ghulam Hassan Abbasi (0W/1C, IND); Abdul Sattar Abbasi (0W/1C, IND); Ghulam Asghar Abbasi (0W/3C, IND|MQM)",P00334|P01642|P01645
F0083,saheto,naushero feroz,2,0,0,1993-1993,"Qadeer Ahmad Saheto (0W/1C, IND); Shabir Ahmad Saheto (0W/1C, IND)",P00337|P00340
F0085,rajpar,naushero feroz,3,0,0,1993-2002,"Mole Dino Rajpar (0W/1C, IND); Nadir Ali Rajpar (0W/1C, IND); Khalid Mian Rajpar (0W/3C, PMLN|PPP|Sindh Urban-Rural Alliance)",P00342|P00343|P01647
F0086,azizullah,nawabshah,2,0,0,1993-2013,"Kamran Azizullah (0W/1C, IND); Kamran Azizullah Abro (0W/2C, IND)",P00365|P01654
F0087,rind,nawabshah|sanghar|shaheed benazirabad,10,0,0,1993-2024,"Abid Hussain Rind (0W/1C, PPP); Sardar Sher Muhammad Rind (0W/2C, IND); Sardar Sher Muhammad Rind Baloch (0W/2C, GDA|IND); Inayat Ali Rind (0W/3C, IND|MQM); Altaf Hussain Rind (0W/1C, IND); Umaid Ali Rind (0W/1C, IND); Gul Muhammad Rind (0W/2C, IND|PTI); Fouzia Sikandar Rind (0W/1C, IND); Dr. Abdullah Rind (0W/2C, IND); Ali Asghar Rind (0W/3C, IND|MQM|PMLN)",P00371|P00559|P01833|P03521|P03536|P04983|P07550|P07568|P11019|P11034
F0088,chandio,naushero feroz|nawabshah|shaheed benazirabad,6,0,0,1993-2024,"Pervaiz Ahmad Chandio (0W/1C, IND); Mukhtar Ahmed Chandio (0W/1C, MWM); Farooq Ahmed Chandio (0W/6C, IND); Niaz Muhammad Chandio (0W/1C, JUP); Ali Bux Chandio (0W/1C, IND); Ghulam Qadir Chandio (0W/2C, IND)",P00379|P03376|P07554|P07580|P07583|P14032
F0089,tamachi|jam,nawabshah,3,0,0,1993-1997,"Jam Feroze (0W/1C, IND); Sardar Jam Tamachi Unar (0W/1C, IND); Sardar Jam Tamachi (0W/1C, IND)",P00380|P00383|P01662
F0090,khanzada,nawabshah,2,0,0,1993-2013,"Shabir Ahmad Khanzada (0W/1C, MQM); Muhammad Amjad Murad Khanzada (0W/1C, IND)",P00382|P07581
F0092,khuhro,larkana,3,0,0,1993-1997,"Rasheeda Khuhro (0W/1C, PMLN); Nisar Ahmad Khuhro (0W/1C, IND); Hameed Khuhro (0W/1C, PMLN)",P00401|P01688|P01693
F0093,mughal,larkana,4,0,0,1993-2013,"Khaksar Tariq Masood Mughal (0W/1C, Khaksaar Tehreek); Doolah Darya Khan Mughal (0W/1C, Sindh United Party); Dr. Mazhar Mughal (0W/1C, IND); Dr. Mazhar Ali Mughal (0W/2C, IND)",P00405|P01696|P03332|P07408
F0094,unar,larkana,7,0,0,1993-2018,"Altaf Hussain Unar (0W/3C, IND|PMLQ); Bahawal Khan Unar (Rtd) (0W/1C, IND); Hameer Imdad Unar (0W/1C, PMLN); Ghulam Umar Khan Unar (0W/1C, IND); Aadil Altaf Unar (0W/2C, IND); Shafqat Hussain Unar (0W/1C, IND); Allah Bakhsh Khan Unar (0W/2C, GDA|IND)",P00406|P01686|P03321|P04924|P07394|P07402|P10918
F0096,mugheri,larkana,4,0,0,1993-2013,"Molana M. Siddiq Mugheri (0W/2C, IJM|JUIF); Mir Ghaibi Khan Mugheri (0W/1C, IND); Abdul Hameed Mugheri (0W/1C, PMLN); Ghulam Shabir Mugheri Baloch (0W/1C, IND)",P00410|P01700|P07412|P07426
F0097,buledi,larkana,2,0,0,1993-2013,"Raees Haji Arbab Ali Buledi (0W/1C, IND); Shoukat Ali Buledi (0W/1C, IND)",P00411|P07420
F0099,umrani,larkana,2,0,0,1993-2018,"Inayat Ali Umrani (0W/1C, PPP-SB); M. Ali Umrani (0W/1C, IND)",P00414|P10902
F0100,abbasi,larkana,6,0,0,1993-2024,"Safdar Ali Abbasi (0W/3C, GDA|IND); Sanaullah Abbasi (0W/2C, IND); Ashraf Khatoon Abbasi (0W/1C, IND); Hafiz Ahmed Ali Abbasi (0W/2C, IND|JUP); Asghar Ali Abbasi (0W/1C, JUIS); Suhail Ahmed Abbasi Advocate. (0W/2C, MQM)",P00415|P01689|P04913|P04915|P04925|P07425
F0102,qureshi|islam,bahawalnagar|faisalabad|gujranwala|hyderabad|karachi south|karachi west|layyah|l,19,0,0,1993-2024,"Hamd Islam (0W/1C, IND); Yasir Irfan Ul Islam (0W/1C, IND); Makhdoom Shah Nawaz Qureshi (0W/1C, PMLN); Haji M. Islam Qureshi (0W/2C, PMLN|PMLQ); Muhammad Aslam (0W/17C, IND|JUP-N|Menecracy Action Party of Pakistan|PPP|PTI|Pakistan Justice Party); Saghir Ahmed Qureshi (0W/1C, IND); Naseer Ahmed Qureshi (0W/1C, IND); Alhaj M. Umer Qureshi (0W/2C, IND|PPP); Muhammad Fareed Qureshi (0W/1C, IND); Imran Qureshi (0W/1C, IND); Qamr-Ul-Islam (0W/1C, IND); M. Irfan Qureshi (0W/3C, PPP|TLP); Riaz Qureshi (0W/1C, MQM-H); Mina Muhammad Islam (0W/1C, IND)",P00422|P00663|P01717|P01720|P01823|P03427|P03432|P05020|P05045|P05182|P05988|P06135|P06150|P06773|P07656|P07674|P11137|P12991|P14544
F0103,rajput,hyderabad,4,0,0,1993-2024,"Samina Arif Rajput (0W/1C, MQM); Karamat Ali Rajput (0W/1C, MMA); Zafar Ali Rajput (0W/1C, IND); Waseem Ahmad Rajput (0W/1C, PPP)",P00439|P03453|P11135|P14157
F0105,baqi,kohistan,2,0,0,1993-2013,"Mehboobullah Jan Baqi (0W/1C, JUIF); Molana Abdul Baqi (0W/2C, IJM|PMLN)",P00443|P07816
F0107,miran,hyderabad|old hyderabad|tando muhammad khan,2,0,0,1993-2018,"Syed Miran M. Shah (0W/3C, IND); Miran M. Shah (0W/1C, IND)",P00450|P01747
F0110,halepoto|halepota,badin,6,0,0,1993-2013,"Ali Anwar Halepoto (0W/1C, IND); Ali Ashgar Halepoto (0W/1C, IND); Haji Abdullah Halepoto (0W/2C, PMLN|PPP-SB); Muhammad Halepoto (0W/1C, IND); Khan M. Halepota (0W/1C, PMLQ); Ali Asghar Halepoto (0W/1C, PMLF)",P00465|P00467|P00469|P03468|P07734|P07759
F0112,sheedi,badin,2,0,0,1993-2008,"Abdullah Sheedi (0W/3C, IND|PMLN); Master Abdullah Sheedi (0W/1C, IND)",P00474|P01772
F0113,maheri,badin,2,0,0,1993-2008,"Dr. Dodo Maheri (0W/1C, IND); Molvi Fateh Mohammad Maheri (0W/1C, IND)",P00475|P05083
F0114,thebo,badin,2,0,0,1993-2002,"Haji M. Thebo (0W/1C, IND); M. Ishaq Thebo (0W/1C, PMLN)",P00476|P03467
F0118,khoso,dadu,4,0,0,1993-2013,"Faqir Dad Khoso (0W/1C, IND); Mr Zulfiqar Ali Khoso (Ret) (0W/1C, Islami Inqalab Party); Sikiladho Khoso (0W/1C, IND); Qurban Ali Khoso (0W/1C, IND)",P00515|P05156|P07832|P07860
F0120,lal,dadu|tando muhammad khan|tharparkar,2,0,0,1993-2024,"Dr.mohan Lal (0W/2C, IND); Lal Bux (0W/3C, IND)",P00523|P05158
F0124,ghori,sanghar,2,0,0,1993-2002,"Amjad Ghori (0W/2C, MQM-H); Abdul Aziz Ghori (0W/1C, JI)",P00546|P00549
F0126,wassan,sanghar,2,0,0,1993-2024,"Mir M. Wassan (0W/1C, IND); Muhammad Khan Wassan (0W/1C, IND)",P00552|P14046
F0127,rajput,sanghar,2,0,0,1993-2013,"M. Younas Rajput (0W/1C, MQM); Muhammad Iqbal Rajput (0W/1C, IND)",P00556|P07878
F0130,khatak,karachi west,2,0,0,1993-1997,"Qamus Gul Khattak (0W/1C, ANP); M. Ameen Khattak (0W/1C, ANP)",P00570|P01849
F0131,afzal,karachi|karachi west|malir cum karachi east,2,0,0,1993-2013,"M. Afzal Rana (0W/1C, Pakistan Democratic Party); Qari Sher Afzal Khan (0W/3C, IJM|IND|JUIF)",P00571|P01965
F0132,rizvi,karachi west,2,0,0,1993-1993,"Syed Khalid Hussain Rizvi (0W/1C, Ghareeb Awam Party); Mustafa Kamal Rizvi (0W/2C, IND)",P00572|P00591
F0134,qureshi,karachi west,2,0,0,1993-1997,"M. Arshad Qureshi (0W/1C, IND); Shafiq Ahmad Qureshi (0W/2C, National Democratic Alliance|Pakistan Democratic Party)",P00576|P00579
F0135,farooqi,karachi west,2,0,0,1993-1997,"Molana M. Abdul Rehman Farooqi (0W/1C, JUIF); M. Abdul Haseeb Farooqi (0W/1C, IND)",P00592|P01851
F0140,baloch,karachi south,3,0,0,1993-1997,"M. Younas Baloch (0W/2C, PMLN); M. Saleem Baloch (0W/1C, IND); Abdur Rahim Baloch (0W/1C, IND)",P00626|P00632|P01893
F0142,minhas,karachi|karachi south,2,0,0,1993-2013,"Shamim Minhas (0W/1C, IND); Raja Arif Sultan Minhas (0W/4C, IND)",P00660|P03568
F0143,jalil,karachi|karachi south|karachi west,4,0,0,1993-2024,"ABDUL JALIL KHAN (0W/2C, IND); M. A. Jalil (0W/1C, MQM); M. Abdul Jalil (0W/1C, MQM); Nasreen Jalil (0W/3C, IND|MQM)",P00661|P01911|P03656|P11334
F0144,mirza,karachi east|karachi south,4,0,0,1993-2024,"Mushtaq Mirza (0W/1C, Pakistan Democratic Party); Muhammad Siddique Mirza (0W/1C, IND); Mushtaq Mirza (Rtd) (0W/2C, National Democratic Alliance); Babar Siraj Mirza (0W/2C, MQM-H)",P00666|P01913|P14364|P14471
F0145,naqvi,karachi east,2,0,0,1993-2024,"Masood Naqvi (0W/1C, IND); Syed Firdous Shameem Naqvi (0W/1C, IND)",P00678|P14369
F0146,bari,karachi east,2,0,0,1993-2018,"Syed Abdul Bari (0W/1C, IND); Syed Abdul Bari Jilani (0W/1C, IND)",P00681|P11276
F0148,bin,karachi east,2,0,0,1993-2024,"Osama Bin Iqbal (0W/1C, IND); Khalid Bin Waleed (0W/1C, MQM)",P00689|P14362
F0149,islam,karachi east,2,0,0,1993-1997,"Haji Shaukat Islam (0W/1C, IND); Kh. M. Sharif-Ul-Islam (0W/2C, IND|MQM-H)",P00691|P00706
F0150,qadri,karachi east|korangi karachi,3,0,0,1993-2024,"Muhammad Mubeen Qadri (0W/1C, IND); Mufti Abdul Aleem Qadri (0W/2C, IND); Tariq Mahmood Qadri (0W/1C, IPP)",P00722|P14296|P14391
F0151,adil,karachi|karachi east|karachi south|korangi karachi,4,0,0,1993-2024,"Rahim Adil Sheikh (0W/1C, PMLQ); Aleem Adil Sheikh (0W/6C, IND|PMLN|PMLQ); Noman Adil Malik (0W/1C, IND); Azim Adil (0W/1C, IND)",P00728|P00740|P03754|P14289
F0152,razi,karachi east,2,0,0,1993-2024,"M. Usman Razi Khan (0W/1C, JI); Muhammad Usama Razi Khan (0W/2C, JI|MMA)",P00729|P11281
F0154,hassani|hasni,chagai cum nushki cum kharan|chagai cum nushki cum kharan cum washuk|kharan cum ,4,0,0,1993-2024,"Mir Abdul Khaliq M. Hasni (0W/2C, IND|Pakistan Muslim League (Qaid-e-Azam)  (Malik Ahmed Suja Group)); Sardar Fateh M. M. Hasni (0W/7C, IND|PMLN|PMLQ|PPP); Muhammad Hayat Muhammad Hassani (0W/1C, JUIS); Mir Muhammad Ismail Muhammad Hassani (0W/1C, IND)",P00743|P00755|P05474|P08232
F0157,kakar,pishin cum killa abdullah|pishin cum ziarat|quetta cum chagai,7,0,0,1993-2013,"M. Sarwar Khan Kakar (0W/3C, PML-H|PMLQ); Malik Sher Zaman Kakar (0W/1C, Kakar Jamhoori Party Pakistan); Haji Abdul Salam Kakar (0W/1C, PPP); Naik Muhammad Kakar (0W/1C, ANP); Mehmood Khan Kakar (0W/1C, IND); Moulana Abdul Kabir Kakar (0W/1C, IND); Nasrullah Khan Kakar (0W/1C, JUIS)",P00759|P00762|P00763|P01978|P01980|P08241|P08245
F0158,tareen,pishin cum killa abdullah,2,0,0,1993-1997,"Abdul Haleem Tareen (0W/1C, JI); M. Wasey Tareen, Adv. (0W/1C, PPP)",P00761|P01984
F0159,khetran|khethran,dera bugti cum kohlu cum barkhan cum sibi cum lehri|loralai cum musakhel cum bar,9,0,0,1993-2024,"Mir Jahanzaib Khan Khetran (0W/1C, IND); Abdul Kareem Khetran (0W/1C, NP); Mir Baz M. Khan Khetran (0W/1C, PPP); Mir Shah Jehan Khan Khetran (0W/4C, BAP|IND); Shazia Shah Jehan Khetran (0W/1C, IND); Sardar Mir Baz Muhammad Khan Khethran (0W/4C, IND|PPP); Ahsan Ayaz Khetran (0W/1C, IND); Mir Sher Baz Khethran (0W/1C, IND); Mir Ibrar Khan Khetran (0W/2C, IND|PSP)",P00767|P00776|P05398|P05404|P08296|P08297|P08301|P14637|P14640
F0162,shafiq,zhob cum killa saifullah,2,0,0,1993-1993,"Malik M. Shafiq Jalalzai (0W/1C, IND); Molvi M. Shafiq (0W/1C, JUIS)",P00795|P00796
F0163,mandokhel,old zhob|zhob cum killa saifullah,7,0,0,1993-2013,"M. Anwar Mandokhel (0W/1C, PPP); Haji Ahmad Dir Mandokhel (0W/1C, PML-H); Jaffar Khan Mandokhel (0W/2C, PMLN|PMLQ); Malik Khalid Hasan Mandokhel (0W/1C, PTI); Sheikh Abdul Sattar Mandokhel (0W/1C, PMLN); Haji Akhtar Mohammad Mandokhel (0W/1C, PTI); Karim Dad Mandokhel (Retired) (0W/1C, IND)",P00797|P00798|P02018|P02020|P02024|P08305|P08306
F0165,ajab,islamabad|quetta|sherani cum zhob cum killa saifullah|sibi cum kohlu cum dera bu,2,0,0,1993-2024,"Ajab Gul (0W/3C, IND|PTI); Ajab Khan (0W/7C, IND|MOTP|PPP|QWP|SKQM)",P00812|P05610
F0167,khoso,jaffarabad cum nasirabad,3,0,0,1993-1997,"Mir Nabi Bakshah Khoso (0W/1C, PPP); Izhar Hussain Khoso (0W/1C, BNP); Mir Manzoor Ahmad Khoso (0W/1C, JWP)",P00815|P02036|P02039
F0169,baloch,khuzdar cum awaran,2,0,0,1993-1997,"Khair Jan Baloch (0W/1C, PPP); Mir Khair Jan Baloch (0W/1C, PPP)",P00829|P02054
F0173,nabi,chitral,2,0,0,1993-2024,"Ghulam Nabi Khan (0W/1C, IND); Pir Mukhtar Nabi (0W/1C, IND)",P00860|P11667
F0174,bakht,ta mohmand agency,3,0,0,1993-1997,"Bakht Muhammad (0W/1C, IND); Dr. Bakht M. Khan (0W/1C, IND); Bakht Jamal (0W/2C, IND)",P00871|P00886|P02113
F0175,said,ta khyber agency|ta mohmand agency,2,0,0,1993-1997,"Said Qahar (0W/2C, IND); Jan Said (0W/2C, IND)",P00874|P00875
F0176,mohmand|manan|bangash,ta|ta birmal wana trikhel and tiarzara tehsils of south waziristan agency|ta fro,14,0,0,1993-2013,"Fazl-E-Manan (0W/2C, IND); Gull Nawaz Khan Mohmand (0W/1C, IND); Rahim Shah Mohmand (0W/1C, IND); Shahbaz Khan Mohmand (0W/1C, IND); Mohabat Khan Bangash (0W/1C, IND); Dr. Abdul Janan (0W/5C, IND); Shah Sawar Khan Mohmand (0W/1C, IND); Dr. Gul Manan (0W/3C, IND); Fazal Manan Mohmand (0W/1C, IND); Malik Mehboob Ali Khan Bangash (0W/1C, IND); Malik Haji Abdul Manan Bangush (0W/1C, IND); Mir Zaman Bangash, Adv. (0W/1C, IND); Javid Yousaf Mohmand (0W/1C, IND); Abdul Manan Bangash (0W/1C, IND)",P00878|P00909|P00913|P00914|P02138|P02177|P02187|P05534|P05536|P05548|P05568|P08532|P08534|P08538
F0177,zareen,ta mohmand agency,2,0,0,1993-1997,"Zareen Khan (0W/1C, IND); Malik Zareen Khan (0W/1C, IND)",P00890|P02110
F0178,akhunzada,ta kurram agency,2,0,0,1993-1997,"Akhunzada M. Akram (0W/1C, IND); Akhunzada M. Saeed (0W/1C, IND)",P00903|P02195
F0179,khaista,ta kurram agency,2,0,0,1993-1997,"Malik Khaista Jan (0W/2C, IND); Khaista Jan (0W/1C, IND)",P00920|P02156
F0182,ajmal,muzaffargarh|ta|ta north waziristan agency,2,0,0,1993-2024,"M. Ajmal Khan (0W/5C, IND|PMML); Malik M. Ajmal Khan (0W/1C, IND)",P00937|P03968
F0184,burhanuddin,ta bajaur agency,2,0,0,1993-1997,"Burhanuddin (0W/1C, IND); Burhanuddin Khan (0W/1C, IND)",P00955|P02292
F0187,bhatti|faheem,rawalpindi,9,0,0,1993-2024,"Muhammad Akash Bhatti (0W/1C, IND); Raja Abdul Aziz Bhatti (0W/1C, PPP); Razaq Mehmood Bhatti (0W/1C, PSP); Tariq Aziz Bhatti (0W/1C, IND); Zahoor Alam Bhatti (0W/1C, PPP-SB); Alhaj Muhammad Asad Bhatti (0W/2C, PPP-SB); Farhat Faheem Bhatti (0W/1C, PTI); Faheem Raza (0W/1C, AAT); Razziq Mehmood Bhatti (0W/1C, MQM)",P01006|P02368|P08857|P08920|P09942|P09956|P09962|P12264|P12330
F0189,mirza,rawalpindi,3,0,0,1993-2024,"Irfan Saeed Mirza (0W/1C, IND); Khalid Mehmood Mirza (0W/2C, JI); M. Akmal Mirza (0W/3C, IND|JI|PTI)",P01011|P08875|P12378
F0190,shoaib,jhang|rawalpindi,2,0,0,1993-2013,"Raja Shoaib Adil (0W/1C, JI); Muhammad Shoaib (0W/2C, IND)",P01019|P08910
F0191,mughal,rawalpindi,4,0,0,1993-2018,"Prof. Mushtaq Hussain Mughal (0W/1C, MQM); Wajid Hussain Mughal (0W/1C, Markazi Jamiat Mushaikh Pakistan); Sardar Aftab Ahmad Mughal (0W/1C, IJM); Riaz Mehmood Mughal (0W/1C, IND)",P01020|P05731|P08941|P09944
F0192,saddiqui,attock,2,0,0,1993-2013,"Maulana Umar Farooq Saddiqui (0W/1C, JUIS); Maqbool Illahi Saddiqui (0W/1C, IND)",P01031|P08958
F0198,gujjar,sargodha,2,0,0,1993-1997,"Siraj Din Gujjar (0W/1C, PPP); Dr. Mobashar Ahmad Gujjar (0W/1C, JI)",P01053|P02432
F0203,kahloon|kaheloon,sargodha,4,0,0,1993-2024,"Ch Mumtaz Akhtar Kahloon (0W/2C, IND); Mumtaz Ahmad Kahloon (0W/1C, PPP); Abdullah Mumtaz Kahloon (0W/4C, IND|PTI); Iftikhar Ahmad Kahloon (0W/1C, IND)",P01062|P01068|P09018|P09030
F0204,kachela,sargodha,2,0,0,1993-1997,"Malik M. Aslam Kachela (0W/2C, IND|PPP); Malik M. Akram Kachela (0W/1C, IND)",P01064|P01070
F0205,awan,sargodha cum khushab,3,0,0,1993-1997,"Malik M. Bashir Awan (0W/1C, PPP); M. Aslam Awan (0W/1C, PTI); Tanveer Sultan Awan (0W/1C, IND)",P01078|P02439|P02441
F0208,awan|gulzar,attock|bhakkar|jhang|rawalpindi,16,0,0,1993-2024,"Muhammad Ramzan Awan (0W/3C, IND|TLP); Muhammad Ameer Awan (0W/1C, PAT); Tahir Mehmood Awan (0W/1C, IND); Z. Babar Awan, Adv. (0W/1C, PMLJ); Waseem Gulzar (0W/1C, PMLQ); Malik Aurangzeb Awan (0W/1C, IND); Haji Muhammad Gulzar Awan (0W/2C, PPP|Pakistan Aman Party); Malik Aurang Zaib Awan (0W/1C, MQM); Muhammad Arshad Awan (0W/3C, IND); Muhammad Hussain Awan (0W/1C, MQM); Malik Shakeel Ahmed Awan (0W/1C, PMLN); Abadat Ali Awan (0W/1C, IND); Malik M. Ramzan Awan, Adv. (0W/1C, IND); Abdul Qudoos Awan (0W/3C, PPP|PTI|Pakistan Muhafiz Party)",P01095|P02363|P04211|P04293|P04301|P05742|P05759|P08879|P08906|P08914|P08935|P08946|P08956|P09078|P09963|P12225
F0211,adil|saboor,faisalabad,4,0,0,1993-2024,"Mian Abdul Saboor Tariq (0W/2C, PMLF|PTI); Choudhyr Adil Saboor (0W/1C, PMLQ); Muhammad Yousaf Adil (0W/1C, IND); Muhammad Adil Waseem (0W/1C, IND)",P01101|P09121|P09152|P12966
F0212,awan,faisalabad,5,0,0,1993-2024,"Kashif Hameed Awan (0W/1C, IND); Malik Kashif Awan (0W/1C, IND); MUHAMMAD MANSOOR AHMAD AWAN (0W/1C, TLI); M. Akbar Awan (0W/1C, IND); Sajjad Ahmad Awan. (0W/1C, PPP)",P01103|P05839|P09213|P10304|P12868
F0213,randhawa|azeam,faisalabad,7,0,0,1993-2024,"Ch. M. Akram Randhawa (0W/2C, IND); Ch. M. Bashir Randhawa (0W/1C, JI); Muaz Azeam Randhawa (0W/1C, JI); Ch. M.  Randhawa (0W/1C, NA(alliance)); Engineer Muhammad Azeem Randhawa (0W/1C, JI); Muhammad Waqar Azeam (0W/1C, IND); Ch. M. Rasheed Randhawa (0W/1C, IND)",P01122|P01127|P02480|P04251|P09189|P12864|P12926
F0214,abdur,faisalabad,3,0,0,1993-1993,"Mehar Abdur Rasheed (0W/1C, PPP); Abdur Rashid (0W/1C, IND); Mehar Abdur Rauf (0W/1C, IND)",P01131|P01139|P01143
