cluster_id,family_tokens,districts,n_members,n_winners,total_wins,span,members,member_ids
F0301,magsi,hyderabad|old hyderabad,5,0,0,1997-2024,"Irfan Gul Magsi (0W/1C, IND); Adeeba Gul Magsi (0W/2C, IND|PMLQ); Ahsan Magsi (0W/1C, IND); Dr Rahila Gul Magsi (0W/1C, PMLN); Allah Bakhsh Khan Magsi (0W/1C, PPP-SB)",P01748|P03452|P07714|P14139|P14149
F0302,magsi,badin|dadu|thatta,2,0,0,1997-1997,"Rafiq Ahmad Magsi (0W/1C, IND); Dr. Qadir Magsi (0W/3C, United National Alliance)",P01761|P01812
F0303,abbasi,badin,2,0,0,1997-2013,"Nadeem Abbasi (0W/1C, PTI); Kazi Amjad Abid Abbasi (0W/1C, IND)",P01768|P07750
F0304,junejo,mirpur khas|mirpurkhas cum umerkot|sanghar,3,0,0,1997-2024,"M. Asad Ali Khan Junejo (0W/5C, IND|PML-H|PMLJ|PMLN); Ghulam Jaffar Junejo (0W/1C, PMLN); Sarfraz Ali Junejo (0W/1C, IND)",P01782|P03476|P11067
F0305,rajput,dadu,2,0,0,1997-2008,"Abdul Salam Rajput (0W/1C, PMLN); Dr. Abdul Hameed Rajput (0W/2C, PMLN)",P01797|P03512
F0306,bhand,dadu,2,0,0,1997-2002,"Mumtaz Ali Bhand (0W/1C, PPP-SB); Zafar Ali Bhand (0W/1C, PMLN)",P01806|P03517
F0308,lund,dadu,3,0,0,1997-2018,"Moula Bux Lund (0W/1C, IND); Ahmed Khan Lund (0W/2C, PMLN|PMLQ); Ghulamullah Khan Lund (0W/1C, IND)",P01808|P03514|P07851
F0310,baig,sanghar,2,0,0,1997-2008,"Habib Baig Majahid (0W/1C, IND); Dr. Mir Baig (0W/1C, IND)",P01830|P05193
F0311,jokhio,thatta,2,0,0,1997-2013,"Muhammad Serwer Jokhio (0W/1C, IND); Aziz-Ur-Rehman Jokhio (0W/1C, IND)",P01843|P07895
F0312,soomro|bukhsh,jacobabad|karachi south,3,0,0,1997-2024,"Illah Bukhsh Soomro (0W/1C, PMLN); Maula Bukhsh Soomro (0W/3C, IND); Ahmad Ali Soomro (0W/1C, Pakistan Peoples Party (Z. A. Bhutto))",P01891|P07463|P10873
F0313,ashfaq,karachi|karachi south,2,0,0,1997-2013,"Mir Ashfaq Baloch (0W/1C, IND); M. Ashfaq (0W/2C, IND|PTI)",P01892|P08036
F0315,baz,bannu,2,0,0,1997-2013,"Doctor Raham Baz Khan (0W/1C, IND); Sher Ali Baz Khan (0W/1C, IND)",P01903|P08215
F0316,nusrat,karachi south,2,0,0,1997-2024,"Nusrat Wahid (0W/1C, IND); Syed Nusrat Ali (0W/1C, IND)",P01910|P14451
F0317,wahab|shar,ghotki|islamabad|karachi east|karachi south|kasur|lahore|mianwali|nawabshah,5,0,0,1997-2024,"Abdul Wahab (0W/10C, IND|PTI|Pakistan Justice & Democratic Party); Abdul Wahab Abbasi (0W/1C, IND); Sanwal Khan Shar (0W/1C, IND); Fouzia Wahab (0W/1C, PPP); Abdul Wahab Shar (0W/1C, Sindh United Party)",P01933|P02881|P04885|P07356|P07558
F0318,hashmi,malir cum karachi east,2,0,0,1997-1997,"S. Atiq-Ur-Rehman Shah Hashmi (0W/1C, PTI); Syed Mehmood Hussain Hashmi (0W/1C, IND)",P01953|P01962
F0319,khetran,loralai cum barkhan cum musakhel,3,0,0,1997-1997,"Abdul Majeed Khetran (0W/1C, Balochistan National Movement); Wadera Amir M. Khan Khetran (0W/1C, IND); Mir Baz M. Khetran (0W/1C, PPP)",P01990|P01994|P01995
F0321,paracha,peshawar,4,0,0,1997-2018,"Imtiaz Illahi Paracha (0W/1C, IND); Muhammad Siddiq Ur Rehman Paracha (0W/1C, MMA); Jan Alam Khan Paracha (0W/1C, QWP); Fakhri Alam Khan Paracha (0W/1C, IND)",P02007|P04368|P05954|P09620
F0322,kakar,zhob cum killa saifullah,3,0,0,1997-2002,"Malik Shamsuddin Kakar (0W/2C, Kakar Jamhoori Party Pakistan); Shamsullah Kakar (0W/1C, ANP); Fazal-Ur-Reham Kakar (0W/1C, PPP)",P02019|P03820|P03821
F0324,umrani,jaffarabad cum nasirabad,2,0,0,1997-1997,"Sardar Fateh Ali Khan Umrani (0W/1C, IND); M. Sadiq Umrani (0W/1C, PPP)",P02037|P02042
F0325,jattak,khuzdar|khuzdar cum awaran,2,0,0,1997-2008,"Mir Imran Jattak (0W/1C, PPP); Mir M. Ayub Jatak (0W/3C, Balochistan National Movement|NP)",P02052|P05447
F0326,gujjar,bunair cum shangla|buner|shangla|swat,2,0,0,1997-2024,"Fanoos Gujar (0W/7C, Awami Workers Party|Pakistan Awami Party); Usman Ghani Gujjar (0W/1C, AWP)",P02074|P11736
F0327,rooman,ta mohmand agency,2,0,0,1997-2002,"Rooman (0W/1C, IND); Maj. (R) Rooman Khan (0W/1C, IND)",P02114|P03923
F0328,dawood,ta|ta bajaur agency|ta kurram agency,2,0,0,1997-2013,"Dawood Khan (0W/3C, IND); Dawood Shah (0W/1C, PTI)",P02148|P08535
F0329,badshah,ta kurram agency,3,0,0,1997-1997,"Hajir Pir Badshah (0W/1C, IND); Wrakhmin Badshah (0W/1C, IND); Malik Gul Badshah (0W/1C, IND)",P02174|P02175|P02209
F0331,said,ta kurram agency,2,0,0,1997-1997,"Haji Gul Said (0W/1C, IND); Malik Said Abbas (0W/1C, IND)",P02193|P02203
F0332,afridi,peshawar,6,0,0,1997-2013,"Salim Akbar Afridi (0W/1C, PPP-SB); Hidayatullah Khan Afridi Advocate (0W/1C, IND); Muhammad Azam Afridi (0W/1C, PPP); Iqtidar Ahmad Afridi (0W/1C, IND); Bashir Ahmad Afridi (0W/1C, MQM); Ajmal Khan Afridi (0W/1C, IND)",P02228|P05497|P05582|P05958|P05962|P07339
F0333,qasmi,peshawar,2,0,0,1997-2008,"M. Naeem Qasmi (0W/1C, IND); Asif Ullah Qasmi (0W/1C, IND)",P02229|P04875
F0334,janat,ta north waziristan agency,2,0,0,1997-1997,"Janat Rehman (0W/1C, IND); Noor Janat Gul (0W/1C, IND)",P02233|P02248
F0335,mahsud,ta south waziristan agency,3,0,0,1997-1997,"M. Zaman Mahsud (0W/1C, IND); Gen. (R) Alam Jan Mahsud (0W/1C, IND); Abdul Karim Khan Mahsud (0W/1C, IND)",P02259|P02265|P02273
F0337,zakhakhel,ta khyber agency,2,0,0,1997-1997,"Malik Darya Khan Zakhakhel (0W/1C, IND); Ziarat Khan Zakhakhel (0W/1C, IND)",P02305|P02328
F0339,banori,ta khyber agency,2,0,0,1997-1997,"Pir Roohullah Shah Banori (0W/1C, IND); Sahabzada S. M. Umar Banori (0W/1C, IND)",P02311|P02315
F0340,shinwari,ta khyber agency,5,0,0,1997-1997,"Rafiullah Shinwari (0W/1C, IND); Saidan Shah Shinwari (0W/1C, IND); Khitab Gul Shinwari (0W/1C, IND); Saif-Ur-Rehman Shinwari (0W/1C, IND); Maj. (R) Bakhat H. Shinwari (0W/1C, IND)",P02324|P02325|P02326|P02327|P02333
F0342,said,ta tas attached to peshawar kohat bbannu di khan tank and lakki marwat districts,2,0,0,1997-1997,"Malik Said Amir (0W/1C, IND); Said Khan (0W/1C, IND)",P02336|P02353
F0345,cheema,gujranwala|rawalpindi,2,0,0,1997-2024,"Dr Sarfraz Ahmad Cheema (0W/2C, IND|Markazi Jamiat Mushaikh Pakistan); Haji M. Salim Khan Cheema (0W/1C, Jinnah Muslim League)",P02372|P08852
F0346,fozia,chakwal,2,0,0,1997-2008,"Fozia Behman (0W/1C, PPP); Fozia Behram (0W/1C, PMLJ)",P02397|P05765
F0348,mirza,jhelum,3,0,0,1997-2024,"Mazhar Hussain Mirza (0W/1C, PMLQ); Shahid Kamal Mirza (0W/1C, APML); Shaukat Iqbal Mirza (0W/1C, IND)",P02405|P10003|P12423
F0351,sialvi,jhang|sargodha,3,0,0,1997-2024,"SAHIBZADA NAEEM UD DIN SIALVI (0W/3C, IND|PTI); Sahabzada Ghulam Naseeruddin Sialvi (0W/1C, IND); Sahibzada Muhammad Amin-Ud-Din Sialvi (0W/1C, IND)",P02433|P05798|P10189
F0352,arain,sargodha,3,0,0,1997-2013,"Ch. Tahir Javed Arain (0W/1C, PTI); Haji Chaudhary Muhammad Ali Alias Nadeem Arain (0W/1C, IND); Chaudhary Mubashir Ahmed Arain (0W/1C, IND)",P02436|P09037|P09044
F0353,shadikhel,mianwali,2,0,0,1997-2024,"Obaidullah Khan Shadikhel (0W/4C, PMLN|PMLQ); Amanatullah Khan Shadikhel (0W/1C, IND)",P02445|P05810
F0354,khatak,mianwali,2,0,0,1997-2024,"Mursaleen Khan Khattak (0W/1C, IND); Maulna Ameer Ullah Khattak (0W/1C, JUIF)",P02449|P12792
F0355,hayat,faisalabad,3,0,0,1997-2018,"Nadeem Hayat Khan (0W/1C, IND); Rao Khizar Hayat Khan (0W/1C, PTI); M. Hayat Khan (0W/1C, PTI)",P02458|P02462|P10285
F0356,ghazi,faisalabad,3,0,0,1997-2013,"Ch. M. Abdullah Ghazi (0W/1C, PMLJ); Khalid Abdullah Ghazi (0W/1C, PTI); M. Abdullah Ghazi (0W/1C, PML-H)",P02472|P04240|P09151
F0358,mughal,faisalabad,2,0,0,1997-2013,"Qari Nasir Mahmood Mughal (0W/1C, Awami Justice Party Pakistan); Abdul Rahman Mughal (0W/1C, IND)",P02483|P09158
F0359,gujjar,faisalabad,4,0,0,1997-2024,"Sajid Iqbal Gujjar (0W/1C, IND); Muhammad Usman Gujjar (0W/1C, IND); Nisar Ahmad Gujjar (0W/1C, IND); Muhammad Zafar Iqbal Gujjar (0W/1C, Awami Justice Party Pakistan)",P02485|P09186|P09223|P13000
F0361,dogar,faisalabad,4,0,0,1997-2024,"Muhammad Muzammal Dogar (0W/1C, IND); Sardar Akbar Ali Dogar Advocate (0W/1C, IND); Nadeem Sadiq Dogar (0W/1C, IND); Ch. Hanif Ahmad Dogar (0W/1C, IND)",P02496|P09129|P12937|P12942
F0363,chaddar,jhang,2,0,0,1997-2002,"M. Ashraf Chaddar (0W/1C, IND); Ch. M. Khan Chaddar (0W/1C, PTI)",P02511|P04282
F0364,naul,jhang,2,0,0,1997-2008,"Mehr Ansar Javaid Naul (0W/1C, IND); M. Ajmal Nawaz Naul (0W/1C, IND)",P02518|P05890
F0366,sarfaraz,abbottabad|kohistan|mardan,2,0,0,1997-2013,"Abbas Sarfaraz Khan (0W/2C, IND); Sarfaraz Khan (0W/3C, IND|MQM|PPP)",P02523|P03500
F0367,tajammul,jhang,2,0,0,1997-2013,"Rana Tajammul Waseem (0W/1C, IND); Tajammul Hussain (0W/1C, IND)",P02531|P09251
F0368,awan,hafizabad,3,0,0,1997-2013,"Nasir Ayyub Awan Advocate (0W/1C, MQM); Malik Shoukat Hayyat Awan (0W/1C, PPP); Malik M. Wazir Awan (0W/1C, IND)",P02565|P04392|P06003
F0369,lone,gujranwala,2,0,0,1997-1997,"Kh. Khalid Aziz Lone (0W/1C, IND); Kh. M. Aslam Lone (0W/1C, PPP)",P02572|P02577
F0370,boota,gujranwala|sialkot,2,0,0,1997-2024,"Ch. M. Boota (0W/2C, IND|PTI); Hafiz Muhammad Boota (0W/1C, IND)",P02578|P05933
F0371,ghani,bahawalpur|gujranwala,2,0,0,1997-2024,"Abdul Ghani (0W/2C, IND); Usman Ghani (0W/1C, MQM)",P02579|P12726
F0372,mehdi,gujrat,2,0,0,1997-2013,"Dr. Zahoor Mehdi Faisal (0W/1C, Khaksaar Tehreek); Ch Zahoor Mehdi (0W/1C, IND)",P02608|P06068
F0373,khawar,gujrat,2,0,0,1997-2013,"Ch. Ajmal Ali Khawar (0W/1C, IND); Khawar Sahzad (0W/1C, IND)",P02615|P06024
F0375,kahloon,narowal|sialkot cum narowal,7,0,0,1997-2013,"Farooq Akbar Kahloon (0W/1C, PPP); Tariq Ashrif Kahloon (0W/1C, PPP); M. Akbar Kahloon (0W/2C, IND|PPP); Nadir Zia Kahloon (0W/1C, IND); Riffat Javad Kahloon (0W/1C, IND); Rifat Javed Kahloon (0W/1C, PMLQ); Ch. M. Akbar Kahloon (0W/1C, PPP)",P02648|P02792|P04439|P04445|P04447|P06165|P06179
F0376,mirza,lahore,2,0,0,1997-2024,"Air Marshal (R) Khurshid Anwar Mirza (0W/1C, PTI); Muhammad Rauf Mirza (0W/1C, IND)",P02666|P13154
F0377,ashfaq,lahore,2,0,0,1997-2013,"M. Ashfaq Ch. (0W/1C, IND); Dr. Qari Ashfaqullah (0W/3C, IND|PMLQ)",P02676|P02684
F0378,naik,lahore,2,0,0,1997-2024,"Kh. Sabahuddin Naik (0W/1C, PTI); Khalid Naik (0W/1C, IND)",P02689|P13254
F0380,hasan,lahore,2,0,0,1997-2018,"Khawaja Ahmad Hassan (0W/4C, IND|PMLN); Prof. Ijaz-Ul-Hasan (0W/2C, PPP)",P02692|P04474
F0381,sidhu,lahore,2,0,0,1997-2013,"Taliba Hussain Sidhu (0W/1C, PTI); M. Yaqoob Sidhu (0W/1C, IND)",P02704|P06427
F0382,nutt|natt|nat,lahore,4,0,0,1997-2013,"Dr. Ch. Zahid Akram Natt (0W/3C, IND|PPP); Ch Murtaza Akram Natt (0W/1C, IND); Zahid Akram Nutt (0W/1C, IND); Dr Malik Zahid Akram Nat (0W/1C, IND)",P02706|P04516|P06390|P06438
F0383,idrees,chiniot|lahore,2,0,0,1997-2024,"Muhammad Idrees (0W/2C, IND|PMLQ); M. Idrees (0W/1C, PTI)",P02709|P04499
F0384,siddiq,lahore,2,0,0,1997-2024,"Shahid Siddique Khan (0W/3C, IND|PTI); Ch. Kamran Siddiq (0W/1C, IND)",P02710|P02869
F0386,mubarak,gujranwala,2,0,0,2002-2013,"Rana Shabir Haider Mubarak (0W/1C, IND); Rana Safdar Raza Mubarak (0W/1C, IND)",P02724|P05982
F0387,warraich|shaheen,bahawalpur|gujrat,6,0,0,2002-2024,"Iftikhar Ahmed Warraich (0W/1C, APML); Hafiz Amjad Shaheen Warraich (0W/1C, MMA); Choudhry Naeem Ul Din Warraich (0W/2C, PTI); Aleem Ullah Waraich (0W/4C, IND); Gulrez Mehmood Akhtar Warraich, Adv. (0W/1C, PAT); Muhammad Nawaz Shaheen (0W/1C, IND)",P02737|P02740|P06035|P07145|P07147|P10016
F0388,gondal|afzal|hayat,gujrat,6,0,0,2002-2024,"Ch Tanveer Ahmad Gondal (0W/1C, IND); Mian M. Afzal Hayat (0W/2C, NA(alliance)|PTI); Mian Muhammad Mobeen Hayat (0W/1C, IND); Zeeshan Afzal Gondal (0W/1C, IND); Ch Nazir Ahmad Gondal (0W/1C, IND); Muhammad Afzal Gondal (0W/2C, IND|PTI)",P02743|P06021|P06022|P06029|P06050|P12468
F0389,nasar,gujrat,2,0,0,2002-2013,"Ch. Jamshed Nasar (0W/2C, IND); Ch Nasar Iqbal (0W/1C, IND)",P02745|P06048
F0390,ajmal,gujrat,2,0,0,2002-2013,"Malik Ajmal Siddiq (0W/1C, PMLN); Muhammad Ajmal Umar (0W/1C, ST)",P02748|P06031
F0391,sahi,mandi bahauddin,3,0,0,2002-2024,"Ijaz Ahmed Sahi (0W/1C, IND); Muhammad Riaz Farooq Sahi (0W/3C, JI|MMA); Ch. Akhtar Mehmood Sahi (0W/1C, IND)",P02755|P06079|P12527
F0392,baryar,sialkot,2,0,0,2002-2018,"Mudashar Saleem Baryar (0W/1C, IND); Qaiser Iqbal Baryar (0W/1C, IND)",P02778|P10064
F0393,gill,sialkot,3,0,0,2002-2024,"Haidar Ali Gill (0W/1C, IND); Col. (R) Zafar Hussain Gill (0W/1C, PMLN); Munawar Ahmad Gill (0W/4C, IND)",P02783|P04431|P12586
F0394,wirk,sialkot,2,0,0,2002-2024,"Ch. Javed Iqbal Virk (0W/1C, PMLN); Nabi Ahmad Virk (0W/1C, PMML)",P02787|P12577
F0397,wadood,lahore,2,0,0,2002-2018,"Hafiz Abdul Wadood Shahid (0W/1C, MMA); Hafiz Abdul Wadood (0W/2C, JUIF|MMA)",P02808|P06187
F0400,amir,faisalabad|gujranwala|lahore,7,0,0,2002-2024,"Muhammad Amin (0W/4C, IND|MQM|PMML); Amir Ayub (0W/1C, IND); Amir Siddique (0W/1C, JI); Dr. Amir Jalal (0W/1C, IND); Attia Amir (0W/1C, IND); Muhammad Hussain Amir (0W/1C, PMML); Barrister Mian Amir Hassan (0W/1C, PPP)",P02819|P06276|P06383|P06392|P10093|P13146|P13193
F0402,minhas,lahore|sargodha,3,0,0,2002-2024,"Colonel Ejaz Hussain Minhas (0W/2C, IND|PTI); Begum Shahmeem Arshad Minhas (0W/1C, AML); Ch. Ishtiaq Ahmed Minhas (0W/1C, IND)",P02839|P06275|P09015
F0403,arain,lahore,3,0,0,2002-2013,"Mian Muhammad Aslam Arain (0W/1C, PPP); Mian Muhammad Arshad Arain (0W/1C, IND); Haji M. Saeed Arain (0W/1C, PTI)",P02851|P06370|P06371
F0404,jalali,lahore,2,0,0,2002-2013,"Muhammad Abid Jalali (0W/1C, IND); Allam M. Abid Jalali (0W/1C, MMA)",P02855|P06397
F0405,rohail,lahore,2,0,0,2002-2024,"Sheikh Rohail Asgher (0W/1C, PMLN); Khurram Rohail Asghar (0W/1C, PMLQ)",P02856|P13192
F0406,kilcha,lahore,2,0,0,2002-2013,"Iftikhar Ali Kilcha (0W/1C, PAT); Adnan Iftikhar Kilcha (0W/1C, IND)",P02861|P06362
F0407,madni,lahore,3,0,0,2002-2013,"Hafiz Abdul Rehman Madni (0W/1C, IND); Qari Habib-Ur-Rehman Madni (0W/1C, MMA); Muhammad Madni (0W/1C, PTI)",P02862|P04503|P06204
F0409,bara,lahore,2,0,0,2002-2024,"Malik Jangir Hussain Bara (0W/1C, IND); Salman Raza Bara (0W/1C, IND)",P02883|P13241
F0411,asim,lahore,5,0,0,2002-2024,"Hafiz Asim Makhdoom (0W/1C, JUIS); Asim Aziz Advocate (0W/1C, IND); M. Ashraf Asim (0W/1C, IND); Asim Malik (0W/1C, IND); Asif Mehmood (0W/4C, Amun Taraqqi Party|IND|PPP)",P02886|P06279|P06435|P10406|P13245
F0412,sandhu|azim,lahore,3,0,0,2002-2024,"Khalid Masood Sandhu (0W/1C, PMML); AMEER UL AZIM (0W/2C, JI|MMA); Tanvir Azim Sandhu (0W/1C, IND)",P02889|P10484|P13290
F0415,mushtaq,shekhupura,3,0,0,2002-2013,"Ch. Mushtaq Ahmad (0W/1C, PPP); Sohaib Mushtaq (0W/1C, IND); Malik Mushtaq Ahmad (0W/3C, IND|PPP)",P02908|P04540|P06490
F0416,gujjar,shekhupura,2,0,0,2002-2024,"M. Afzal Gujjar, Adv. (0W/1C, IND); Tahir Saeed Gujjar (0W/1C, IND)",P02921|P13143
F0418,sindhu,kasur,2,0,0,2002-2018,"Tanveer Azam Sindhu (0W/1C, PAT); Ch. M. Arif Sindhu (0W/2C, IND|NA(alliance))",P02943|P02947
F0419,meo|nasira,kasur,3,0,0,2002-2018,"Nasira Arshad (0W/1C, PPP); Nasira Meo (0W/3C, IND|PPP); Maj. (R) Habib-Ur-Rehman Khan Meo, Adv. (0W/2C, IND)",P02946|P04608|P06536
F0421,khatak,kohat,2,0,0,2002-2002,"Fazal Rahim Khattak (0W/1C, ANP); Saifullah Khan Khattak, Adv. (0W/1C, PPP)",P02957|P02958
F0422,shinwari,kohat,2,0,0,2002-2024,"Farooq Zaman Shinwari (0W/1C, IND); Shahbaz Gul Shinwari (0W/1C, NA(alliance))",P02959|P11982
F0426,mahar,okara,2,0,0,2002-2008,"Mian Jahangir Ahmad Mahar (0W/1C, IND); Mian Jehangir Ahmad Mehar, Adv. (0W/1C, PPP)",P02986|P04640
F0427,salam,karak,2,0,0,2002-2018,"Rehmat Salam Khattak (0W/2C, PMLN); Rehmat Salam (0W/1C, PMLN)",P03003|P06701
F0428,awan,multan,2,0,0,2002-2013,"Ameer Ahmad Awan (0W/1C, Pakistan Falah Party); Malik Mukhtar Ahmad Awan (0W/1C, PPP)",P03012|P06684
F0429,sial|lajpal,multan,4,0,0,2002-2013,"M. Latif Unsar Sial Lajpal (0W/1C, PTI); Muhammad Lateef Lajpal Sial (0W/1C, Islami Inqalab Party); Bashir Ahmed Sial (0W/1C, PTI); Muhammad Lateef Ansar Sial Professor Lajpaal (0W/1C, IND)",P03015|P03022|P04657|P06698
F0430,bhatti,multan,4,0,0,2002-2024,"Muhammad Arshad Bhatti (0W/2C, AAT|PMML); Shahid Masood Manzar Bhatti, Adv. (0W/1C, Awami Qiadat Party); Mian Munir Ahmad Bhatti (0W/1C, IND); Muhammad Shafique Bhatti (0W/1C, MQM)",P03019|P06679|P06755|P10616
F0432,bangash,hangu|hangu cum orakzai,5,0,0,2002-2024,"Akhtar Munir Bangash (0W/2C, IND); Malak Riaz Bangash (0W/1C, IND); Shaharyar Khan Bangash (0W/1C, PMLQ); Zaman Noor Bangash (0W/1C, PTI); Azmat Ali Khan Bangash (0W/1C, IND)",P03055|P03057|P04690|P09642|P09644
F0435,ghuman,vehari,2,0,0,2002-2024,"Kamran Yousaf Ghuman (0W/2C, PPP); Mehmood Akhtar Ghumman (0W/2C, PPP)",P03093|P10667
F0436,ibrar,abbottabad,2,0,0,2002-2024,"Sardar Ibrar Ahmad (0W/1C, PPP); Sardar Ibrar Khan (0W/2C, IND|JUIF)",P03105|P07080
F0438,yasin,vehari,2,0,0,2002-2024,"Farid Ahmed Yasin Khan (0W/1C, IND); Ch. M. Yasin Kamboh (0W/1C, IND)",P03112|P13587
F0440,buzdar|salam,dg khan,6,0,0,2002-2024,"Abdul Salam Ansari (0W/1C, MQM); Maj. (R) Dr. M. Ashraf Buzdar (0W/1C, MMA); Dr. Saeed Ahmed Buzdar (0W/2C, IND|PPP-SB); Hafiz Abdul Salam Nasir (0W/1C, JUIF); Abdul Salam Buzdar Advocate (0W/1C, IND); Dr. Saeed Buzdar (0W/1C, PPP)",P03117|P03123|P04744|P04745|P06964|P13840
F0441,khetran,dg khan,2,0,0,2002-2008,"Sardar Marghoob Khetran (0W/1C, IND); Dastgir Muhammad Hamauyun Advocate Khetran (0W/1C, IND)",P03119|P04740
F0442,lund,dg khan,4,0,0,2002-2024,"Sardar Amjad Shabir Khan Lund (0W/1C, IND); Sardar Abbas Ali Khan Lund (0W/1C, IND); Sardar Javaid Akhtar Khan Lund (0W/1C, IND); Arshad Abbas Khan Lund (0W/1C, IND)",P03128|P06989|P13835|P13836
F0443,gurchani|gorchani,rajanpur,6,0,0,2002-2024,"ADEEL HASSAN KHAN GURCHANI (0W/1C, IND); Sardar Adeel Hassan Khan Gorchani (0W/1C, IND); ATHAR HASSAN KHAN GURCHANI (0W/2C, IND); Gorish Sardar Gurchani (0W/1C, PMLN); SARDAR SHER ALI GURCHANI (0W/1C, IND); Sardar Athar Hassan Khan Gorchani (0W/1C, PPP)",P03129|P06999|P10846|P10851|P10853|P13862
F0444,hanjra|yar,kot addu|muzaffargarh,3,0,0,2002-2024,"Ahmad Yar (0W/1C, IND); Malik Ahmad Yar Hanjra (0W/1C, IND); Malik Ghulam Qasim Hanjra (0W/3C, PMLN|PMLQ)",P03137|P03139|P10769
F0446,gurmani,kot addu|muzaffargarh,5,0,0,2002-2024,"Zaffar Iqbal Gurmani (0W/1C, PIRP); Mian Tariq Ahmad Gurmani (0W/1C, IND); Khalid Ahmad Gurmani (0W/3C, IND|PMLN|PMLQ); Muhammad Zeeshan Gurmani (0W/2C, IND); Khalil Ur Rehman Khan Gurmani (0W/1C, IND)",P03144|P10793|P13794|P13798|P13802
F0447,leghari,muzaffargarh,3,0,0,2002-2024,"Arshad Mehmood Leghari (0W/1C, MMA); Allah Wasaya alias Sardar Chunnu Khan Leghari (0W/1C, IND); Muhammad Zafar Ullah Khan Laghari (0W/2C, IND|PPP)",P03148|P10808|P13764
F0448,samad,muzaffargarh,2,0,0,2002-2024,"Alhaj Mian Zahoor-Us-Samad Bhatti (0W/1C, IND); Samad Raza (0W/2C, IND)",P03158|P13743
F0451,tanoli,abbottabad,3,0,0,2002-2018,"Nisar Ahmed Sultan Tanoli (0W/1C, MQM); Shouket Ali Tanoli (0W/1C, IND); Nawabzada Jehangir Saeed Tanoli (0W/1C, IND)",P03165|P04779|P09532
F0452,aurangzeb,abbottabad|islamabad,4,0,0,2002-2013,"Raja Aurangzeb Khan (0W/2C, IND|JUIF); Sardar Aurangzeb (0W/1C, IND); M. Aurangzeb Ch. (0W/1C, PAT); Aurangzeb Iqbal (0W/1C, IND)",P03168|P04727|P04778|P08813
F0456,safdar,bahawalpur,3,0,0,2002-2024,"Muhammad Safdar Shahbaz (0W/3C, JUIF); Muhammad Safdar (0W/1C, IND); M. Safdar Abbasi (0W/1C, PMLQ)",P03183|P07134|P13636
F0457,afzal|hayat|abasi,bahawalpur,5,0,0,2002-2024,"Sahibzada Najeeb Afzal Abasi (0W/1C, IND); Munawar Hayat Abbasi (0W/3C, IND|PMLN|PPP); Muhammad Waqas Afzal (0W/1C, IND); Sahabzada Munawar Hayat Abbbasi (0W/1C, PAT); Muhammad Afzal Dharala (0W/1C, IND)",P03191|P04798|P07137|P07140|P13633
F0459,rehmani,rahimyar khan,2,0,0,2002-2013,"Muhammad Muhsan Rahmani (0W/1C, JUIS); Molana M. Mohsin Rehmani (0W/1C, MMA)",P03228|P07240
F0461,afzal,rahimyar khan,2,0,0,2002-2013,"Rais Muhammad Afzal Warind (0W/1C, IND); M. Jawad Afzal (0W/1C, IND)",P03239|P07227
F0462,khoso,sukkur,5,0,0,2002-2024,"AMANULLAH KHOSO (0W/1C, IND); Sozal Khoso (0W/1C, IND); SOHAIL NIAZ KHOSO (0W/1C, PSP); GOHAR ALI KHOSO (0W/2C, IND); Sakhi Abdul Razzaq Khoso (0W/1C, MQM)",P03249|P07303|P10961|P10963|P10970
F0463,faizi,sukkur,3,0,0,2002-2024,"Mufti M. Iqbal Hussain Shah Faizi (0W/1C, Nizam-e-Mustafa Party); Syed Hamid Mehmood Faizi (0W/1C, TLP); Syed Muhammad Fahad Rafique Faizi. (0W/1C, IND)",P03255|P04864|P13966
F0464,afghan,sukkur,2,0,0,2002-2018,"Khursheed Afghan (0W/2C, IND); KHURSHID AFGHAN (0W/1C, IND)",P03257|P10971
F0465,abbasi,sukkur,2,0,0,2002-2013,"Ali Gul Abbasi (0W/1C, IND); Begum Zahida Abbasi (0W/1C, MQM)",P03264|P07323
F0466,mahar,sukkur,3,0,0,2002-2024,"Abdul Hameed Mahar (0W/1C, IND); Mir Ijaz Hussain Khan Mehar (0W/1C, PMLF); Khalid Mehmood Mahar (0W/1C, IND)",P03266|P07293|P13954
F0467,kalwar,sukkur,4,0,0,2002-2024,"Rab Nawaz Kalwar (0W/1C, PTI); Qurban Ali Kalwar (0W/1C, PPP-SB); Ijaz Ali Kalwar (0W/1C, PTI); Aftab Ahmed Kalwar (0W/1C, IND)",P03269|P07316|P07319|P13958
F0469,pitafi,ghotki,2,0,0,2002-2024,"Sardar Ahmed Ali Khan Pitafi (0W/3C, IND); Abdul Bari Pitafi (0W/4C, IND)",P03287|P04891
F0470,rasool,ghotki,2,0,0,2002-2024,"Ghulam Rasool Kalwar (0W/1C, TLP); Ghulam Rasool Kalhoro (0W/1C, MMA)",P03290|P13940
F0471,chachar,ghotki,3,0,0,2002-2008,"Ghulam Hassan Chachar (0W/1C, PMLF); Ijaz Ali Chachar (0W/1C, IND); Nadir Ali Chachar Advocate (0W/1C, IND)",P03295|P03302|P04897
F0472,bukhari,ghotki,2,0,0,2002-2013,"Syed Ayaz Hussain Shah Bukhari (0W/1C, IND); Syed Attaullah Shah Bukhari (0W/3C, PMLN)",P03296|P04898
