na,constituency_name,province,winner_name,winner_party,winner_votes,runnerup_name,runnerup_party,runnerup_votes,registered_voters,votes_polled,turnout_pct
NA-204,Khairpur-III,Sindh,Syed Javed Ali Shah,PPP,113022,Mozzam Ali Khan Abbasi,GDA,87501,,,
NA-205,Naushahro Feroze,Sindh,Syed Abrar Ali Shah,PPP,126056,Asghar Ali Shah,PML-N,55001,,,
NA-206,Naushahro Feroze II,Sindh,Zulfiqar Ali Behan,PPP,135864,Ghulam Murtaza Khan Jatoi,GDA,77202,,,
NA-207,Shaheed Benazirabad,Sindh,Asif Ali Zardari,PPP,147465,Sardar Sher Muhammad Rind,Independent,51925,,,
NA-208,Shaheed Benazirabad,Sindh,Syed Ghulam Mustafa Shah,PPP,127181,Syed Zain Ul Abdin,GDA,59402,,,
NA-209,Sanghar,Sindh,Shazia Jannat Marri,PPP,156723,Muhammad Khan Junejo,GDA,140370,,,
NA-210,Sanghar II,Sindh,Salahuddin Junejo,PPP,150196,Saira Bano,GDA,108194,,,
NA-211,Mirpur Khas,Sindh,Pir Aftab Hussain Shah Jeelani,PPP,84512,Ali Nawaz Shah,Independent,53881,,,
NA-212,Mirpurkhas II,Sindh,Mir Munwar Ali Talpur,PPP,122291,Ali Nawaz Shah,Independent,45359,,,
NA-213,Umerkot,Sindh,Nawab Muhammad Yousif Talpur,PPP,179188,Mir Amanullah Khan Talpur,PML-N,44961,,,
NA-214,Tharparkar,Sindh,Pir Ameer Ali Shah Jellani,PPP,132365,Abdul Razzaque Rahimoon,GDA,60829,,,
NA-215,Tharparkar II,Sindh,Mahesh Kumar Malani,PPP,135287,Arbab Ghulam Rahim,GDA,114329,,,
NA-216,Matiari,Sindh,Makhdoom Jamil uz Zaman,PPP,124536,Bashir Ahmad,PML-N,80439,,,
NA-217,Tando Allahyar,Sindh,Zulfiqar Bachani,PPP,119530,Raheela Magsi,GDA,73778,,,
NA-218,Hyderabad I,Sindh,Syed Hussain Tariq,PPP,108598,Muhammad Rizwan,GDA,7942,,,
NA-219,Hyderabad II,Sindh,Abdul Aleam Khan,MQM,55050,Mustansar Billah,Independent,38316,,,
NA-220,Hyderabad III,Sindh,Syed Waseem Hussain,MQM,64531,Faisal Mughal,Independent,52025,,,
NA-221,Tando Muhammad Khan,Sindh,Syed Naveed Qamar,PPP,111738,Dr. Muhammad Irfan Nizamani,Independent,23840,,,
NA-222,Badin,Sindh,Mir Ghulam Ali Talpur,PPP,113989,Mir Hussain Bux Talpur,GDA,67011,,,
NA-223,Badin II,Sindh,Haji Rasool Bakhsh Chandio,PPP,115299,Muhammad Hassam Mirza,GDA,78711,,,
NA-224,Sujawal,Sindh,Syed Ayaz Ali Shah Sheerazi,PPP,134056,Molvi Muhammad Saleh Alhadad,JUI-F,15314,,,
NA-225,Thatta,Sindh,Sadiq Ali Memon,PPP,140773,Rasool Bux Jakhro,PML-N,28899,,,
NA-226,Jamshoro,Sindh,Malik Asad Sikandar,PPP,165044,Syed Muneer Haider Shah,GDA,30876,,,
NA-227,Dadu-I,Sindh,Irfan Ali Leghari,PPP,104141,Liaquat Ali Jatoi,GDA,94877,,,
NA-228,Dadu-II,Sindh,Rafiq Ahmad Jamali,PPP,98873,Karim Ali Jatoi,GDA,49302,,,
NA-229,Malir-I,Sindh,Jam Abdul Karim Bijar,PPP,55730,Qadir Bux,PML-N,21841,,,
NA-230,Malir-II,Sindh,Syed Rafi Ullah,PPP,32099,Masroor Ali,Independent,23370,,,
NA-231,Malir-III,Sindh,Abdul Hakeem Baloch,PPP,43634,Khalid Mehmood Ali,Independent,43245,,,
NA-232,Korangi Karachi-I,Sindh,Aasia Ishaq Siddique,MQM-P,84592,Adeel Ahmad,Independent,66753,,,
NA-233,Korangi Karachi-II,Sindh,Muhammad Javed Haneef Khan,MQM-P,103967,Muhammad Haris,Independent,58753,,,
NA-234,Korangi Karachi-III,Sindh,Muhammad Moin Aamir Pirzada,MQM-P,72009,Faheem Khan,Independent,44487,,,
NA-235,Karachi East-I,Sindh,Muhammad Iqbal Khan,MQM-P,20185,Saif Ur Rehman S/O Taj Alam Khan,Independent,14167,,,
NA-236,Karachi East-II,Sindh,Hassan Shabbir,MQM-P,38871,Muhammad Muzammil Qureshi,PPP,32231,,,
NA-237,Karachi East-III,Sindh,Asad Alam Niazi,PPP,40840,Zahoor Ud Din,Independent,33322,,,
NA-238,Karachi East-IV,Sindh,Sadiq Iftikhar,MQM-P,54885,Haleem Adil Shaikh,Independent,36885,,,
NA-239,Karachi South-I,Sindh,Nabeel Ahmad Gabool,PPP,40027,Muhammad Yasir,Independent,37285,,,
NA-240,Karachi South-II,Sindh,Arshad Abdullah Vohra,MQM-P,30573,Ramzan,Independent,27318,,,
NA-241,Karachi South-III,Sindh,Mirza Ikhtiar Baig,PPP,52456,Khurram Sher Zaman,Independent,48610,,,
NA-242,Keamari-I,Sindh,Syed Mustafa Kamal,MQM-P,71727,Dawa Khan Sabir,Independent,53770,,,
NA-243,Keamari-II,Sindh,Abdul Qadir Patel,PPP,60266,Shujaat Ali,Independent,48690,,,
NA-244,Karachi West-I,Sindh,Muhammad Farooq Sattar,MQM-P,20048,Aftab Jehangir,Independent,14073,,,
NA-245,Karachi West-II,Sindh,Syed Hafeez Uddin,MQM-P,57356,Atta Ullah,Independent,36788,,,
NA-246,Karachi West-III,Sindh,Syed Amin ul Haq,MQM-P,74177,Hafiz Naeem Ur Rehman,JIP,32011,,,
NA-247,Karachi Central-I,Sindh,Khawaja Izhar Ul Hassan,MQM-P,65050,Syed Abbas Husnain,Independent,52058,,,
NA-248,Karachi Central-II,Sindh,Khalid Maqbool Siddique,MQM-P,103082,Arsalan Khalid,Independent,86342,,,
NA-249,Karachi Central-III,Sindh,Ahmad Saleem Siddique,MQM-P,77529,Uzair Ali Khan,Independent,51152,,,
NA-250,Karachi Central-IV,Sindh,Farhan Chishti,MQM-P,79925,Hafiz Naeem Ur Rehman,JIP,43659,,,
NA-251,Sherani-cum-Zhob-cum-Killa Saifullah,Balochistan,Maulana Syed Sami Ullah,JUI-F,46210,Khushal Khan Kakar,PNAP,46117,,,
NA-252,Musakhel-cum-Barkhan-cum-Loralai-cum-Duki,Balochistan,Sardar Yaqoob Khan Nasir,PML-N,55003,Sardar Babar Khan Musakhel,Independent,53125,,,
NA-253,Ziarat-cum-Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,Mian Khan Mandrani Bugti,Independent,54506,Mir Dostain Khan Domki,PML-N,45532,,,
NA-254,Jhal Magsi-cum-Kachhi-cum-Nasirabad,Balochistan,Khalid Hussain Magsi,BAP,79304,Meer Nizam ud Din Lehri,JUI-F,44814,,,
NA-255,Sohbatpur-cum-Jaffarabad-cum-Usta Muhammad-cum-Nasirabad,Balochistan,Mir Khan Muhammad Jamali,PML-N,45404,Mir Changez Khan Jamali,PPP,39398,,,
NA-256,Khuzdar,Balochistan,Muhammad Akhtar Mengal,BNP,65952,Mir Abdul Rehman Zehri,PPP,29074,,,
NA-257,Hub-cum-Lasbela-cum-Awaran,Balochistan,Jam Kamal Khan,PML-N,78649,Muhammad Aslam Bhotani,Independent,59350,,,
NA-258,Panjgur-cum-Kech,Balochistan,Phullain,NP,22318,Noor Ahmad Adil Baloch,BNP-A,13798,,,
NA-259,Kech-cum-Gwadar,Balochistan,Haji Malik Shah Gorgaij,PPP,40778,Abdul Malik Baloch,NP,22313,,,
NA-260,Chagai-cum-Nushki-cum-Kharan-cum-Washuk,Balochistan,Muhammad Usman Badini,JUI-F,42800,Sardar Fateh Muhammad Mohammad Hassni,PML-N,35629,,,
NA-261,Surab-cum-Kalat-cum-Mastung,Balochistan,Maulana Abdul Ghafoor Haidari,JUI-F,31713,Sardar Muhammad Akhtar Mengal,BNP,27465,,,
NA-262,Quetta-I,Balochistan,Adil Khan Bazai,Independent,20278,Malik Sikandar Khan,JUI-F,12887,,,
NA-263,Quetta-II,Balochistan,Haji Jamal Shah Kakar,PML-N,27175,Sallar Khan Kakar,Independent,25372,,,
NA-264,Quetta-III,Balochistan,Nawabzada Mir Jamal Khan Raisani,PPP,14977,Muhammad Akhtar Mengal,BNP,10057,,,
NA-265,Pishin,Balochistan,Moulana Fazal ur Rehman,JUI-F,52436,Khushal Khan Kakar,PNAP,31438,,,
NA-266,Killa Abdullah-cum-Chaman,Balochistan,Mehmood Khan Achakzai,PKMAP,67028,Maulana Salahuddin,JUI-F,58439,,,
