na,candidate_name,party,votes,rank
NA-94,Mian Abdul Waheed,PML-N,52308,1
NA-94,Salman Taseer,PPP,47283,2
NA-94,Farid Ahmad Piracha,PIF,2862,3
NA-94,Zafar Sajjad,Independent,633,4
NA-94,Syed Fayyaz Hussain Shah,QIP,174,5
NA-95,Mian Muhammad Nawaz Sharif,PML-N,57959,1
NA-95,Zia Bakhat Butt,PPP,33142,2
NA-95,Hafiz Salman Butt,PIF,2713,3
NA-95,Irfan Saeed,Independent,129,4
NA-95,Chaudhary Muhammad Aslam,APML-Z,126,5
NA-95,Malik Ghulam Muhammad Mustafa Khar,Independent,118,6
NA-95,Khawaja Sabah,Independent,77,7
NA-95,Aish Muhammad Khan Sara,Independent,71,8
NA-95,M.P Khan,Independent,57,9
NA-95,Zaheer Ahmad Meer,SJF,42,10
NA-95,Tariq Gull Khan,Independent,24,11
NA-96,Mian Muhammad Shahbaz Sharif,PML-N,55867,1
NA-96,Mian Yousaf Salah Ud Din,PPP,37858,2
NA-96,Ijaz Ahmad Chaudhary,PIF,1321,3
NA-96,Khawaja Falah ud Din,Independent,375,4
NA-96,Zafar Ullah Khan,Independent,139,5
NA-96,Malik Javaid Hassan,Independent,123,6
NA-97,Tariq Baddar Ud Din Banday,PML-N,64834,1
NA-97,Jahangir Badar,PPP,53591,2
NA-97,Liaqat Baloch,PIF,11010,3
NA-97,Qari Muhammad Zawar Badadar,IJM,598,4
NA-98,Mian Muhammad Munir,PML-N,64151,1
NA-98,Mian Khalid Saeed,PPP,44766,2
NA-98,Mian Muhammad Usman,PIF,6004,3
NA-98,Zubair Ahmad Butt,PML-F,647,4
NA-98,Malik Ghulam Raza Mohota,Independent,157,5
NA-99,Mehar Zulfiqar Ali Babu,PML-N,43972,1
NA-99,Muhammad Arshad,PPP,37146,2
NA-99,Wazir Ali Bhatti,Independent,3523,3
NA-99,Muhammad Iqbal,Independent,347,4
NA-99,Liaqat Ali,Independent,334,5
NA-99,Muhammad Ramzan,Independent,229,6
NA-99,Waheed Akhtar,Independent,196,7
NA-99,Malik Shah Muhammad Mohsin,Independent,171,8
NA-99,Shaukat Ali,Independent,143,9
NA-99,Muhammad Abdul Ghafoor Alvari,IJM,98,10
NA-99,Mirza Zahid Hassan,Independent,67,11
NA-100,Chaudhary Khalid Javid Ghurki,PPP,38443,1
NA-100,Ch. Muhamamd Ashiq Ali Diyal,PML-N,38361,2
NA-100,Qazi Hussain Ahmad,PIF,11107,3
NA-100,Mehboob Alak,Independent,823,4
NA-100,Muhammad Iqbal,Independent,427,5
NA-100,Ijaz Ahmad Dial,Independent,276,6
NA-100,Waheed Akhtar,Independent,82,7
NA-101,Nisar Ahmad Punnu,PPP,63049,1
NA-101,Rana Tanveer Hussain,PML-N,51519,2
NA-101,Riaz Ahmad Yazdani,PIF,6054,3
NA-101,Chaudhary Muhammad Anwar,Independent,868,4
NA-101,Ch. Muhammad Hanif,Independent,293,5
NA-101,Muhamamd Gulfam Ashraf,Independent,205,6
NA-102,Munawar Hussain Manj,PPP,61465,1
NA-102,Mehmood Akbar Khan,PML-N,56909,2
NA-102,Chaudhary Nazir Ahmad Virk,Independent,7062,3
NA-102,Muhammad Rashid Barfwala,Independent,1790,4
NA-102,Hafiz Muhamamd Abbas,MDM,457,5
NA-102,Ch. Ine Saeed Virk,Independent,389,6
NA-102,Muhammad Khan Manj,Independent,249,7
NA-103,Muhammad Barjees Tahir,PML-N,46853,1
NA-103,Muhammad Arif Awan,PPP,39939,2
NA-103,Ishtiaq Ahmad Cheema,Independent,13497,3
NA-103,Maqsood ul Haq,Independent,319,4
NA-104,Chaudhary Tawakkal Ullah Virk,PPP,60917,1
NA-104,Haji Naeem Hussain Chatha,PML-N,60459,2
NA-104,Malik Nazir Ali Noorka,Independent,605,3
NA-105,Rai Bashir Ahmad Khan Bhatti,PPP,48346,1
NA-105,Rai Mansab Ali Khan,PML-N,42966,2
NA-106,Sardar Aseff Ahmad Ali,PML-J,46263,1
NA-106,Mian Khurshid Mahmood Kasuri,PML-N,37500,2
NA-106,Malik Muhammad Ali Khan,Independent,27971,3
NA-106,Muhammad Aslam Saleemi,PIF,4716,4
NA-106,Muhammad Rafiq,Independent,1422,5
NA-106,Sardar Mukhtar Ahmad Dogar Advocate,Independent,801,6
NA-106,Sardar Liaqat Ali Dogar,Independent,600,7
NA-106,Sahibzada Khizar Hayat Khan,Independent,458,8
NA-107,Rao Khizar Hayyat Khan,PML-N,48169,1
NA-107,Chaudhary Tariq Hakim Ali,PPP,35154,2
NA-107,Syeda Neilofar Mehdi,Independent,5026,3
NA-107,Ch. Bashir Ahmad Balyana,PIF,2640,4
NA-107,Muhammad Amer Hayyat Khan,Independent,983,5
NA-107,Doctor Muhammad Raza,Independent,929,6
NA-107,Ahmad Raza Kasuri,Independent,669,7
NA-108,Sardar Talib Hussain Nakai,PML-J,62598,1
NA-108,Rana Muhammad Hayyat Khan,PML-N,54380,2
NA-108,Sardar Pervaiz Hassan,Independent,604,3
NA-108,Asmat Abbas,Independent,542,4
NA-108,Rana Sarfraz Khan,Independent,307,5
NA-108,Allama Syed Shabbir Ahmad Hashmi,IJM,110,6
NA-108,Malik Ashiq Hussain,Impendent,91,7
NA-109,Muhammad Ashiq Dogar,PPP,56486,1
NA-109,Maulana Mueenuddin Lakhvi,PML-N,53110,2
NA-109,Muhammad Hamood Lakhwai,Independent,2402,3
NA-109,Rana Muhammad Shafeeq Khan Pasroori,Independent,1607,4
NA-109,Chaudhary Muhammad Yaqoob Siddu,Independent,618,5
NA-110,Rao Sakandar Iqbal,PPP,52320,1
NA-110,Mian Muhammad Zaman,PML-N,47559,2
NA-110,Ch. Ikram Ul Haq,PIF,4435,3
NA-110,Rao Abdul Majeeb Khan,Independent,1661,4
NA-110,Mian Raza Hussain,Independent,532,5
NA-110,Doctor Liaqat Ali Kausar,Independent,361,6
NA-110,Muhammad Yasin,Independent,334,7
NA-110,Muhammad Shafi,Independent,317,8
NA-110,Mian Yawar Zaman,Independent,301,9
NA-110,Sahibzada Attiqur Rehman,Independent,125,10
NA-111,Chaudhary  Shafqat Abbas Rabhera,PML-N,51405,1
NA-111,Rai   Muhammad Aslam Khan Kharal,PPP,49755,2
NA-111,Chaudhary Waheed Uddin,PIF,4924,3
NA-111,Rai   Muhammad Zulfiqar Khan Kharal,Independent,1218,4
NA-111,Syed   Ahmad Hassan Shah,Independent,1170,5
NA-111,Major   (R) Mehmood Ahmad Gill,NDA,512,6
NA-112,Rao   Qaisar Ali Khan,PML-N,55132,1
NA-112,Rao   Muhammad Afzal Khan,PPP,42680,2
NA-112,Syed   Shah Nawaz Kirmani,PML-J,2758,3
NA-112,Muneer   Ahmad Bhutta,PIF,1337,4
NA-112,Syed   Akmal Hassan,Independent,834,5
NA-113,Mian Muhammad Yaseen Khan Watto,PML-N,55303,1
NA-113,Mian   Manzoor Ahmad Watto,PML-J,52175,2
NA-113,Doctor   Qasim Ali Watto,PIF,3044,3
NA-113,Mian   Muhammad Moin Khan Watto,Independent,859,4
NA-113,Ahmad   Shujjah,Independent,442,5
NA-114,Makhdoom Syed Yousif Raza Gillani,PPP,72078,1
NA-114,Haji   Sikandar Hayat Bosan,PML-N,48057,2
NA-114,Syed   Ahmad Mujtaba Gillani,Independnet,1688,3
NA-114,Rao   Zafar Iqbal,PIF,1310,4
NA-114,Syed   Muhammad Afaq Shah,Independent,492,5
NA-114,Kunwar   Muhammad Imtiaz Muhammad Khan,PSP,160,6
NA-115,Haji Muhammad Boota,PML-N,60871,1
NA-115,Pir   Riaz Hussain Qureishi,PPP,44063,2
NA-115,Syed   Hamid Saeed Kazmi,IJM,5936,3
NA-115,Muhammad Altaf,PSP,200,4
NA-115,Chaudhary Muhammad Azam (Rtd),GAP,123,5
NA-115,Abdul   Waheed Waqar,Independent,94,6
NA-116,Shaikh Muhammad Tahir Rasheed,PML-N,50367,1
NA-116,Syed   Tanveer Ul Hassan Gillani,PPP,48528,2
NA-116,Saeed   Ahmad Qureishi,Independent,716,3
NA-116,Taj   Muhammad Langah,PSP,380,4
NA-116,Muhammad Bilal Khan Laghari,Independent,272,5
NA-117,Rana Mumtaz Ahmad Khan Noon,PPP,77093,1
NA-117,Muhammad Siddique Khan Kanjo,PML-N,61237,2
NA-117,Khurshid Ahmad Kanjo,PIF,4612,3
NA-118,Mirza Muhammad Nasir Baig,PPP,72787,1
NA-118,Syed   Nasir Ali Rizvi,PML-N,55195,2
NA-118,Syed   Saeed Ahmad Kazmi,IJM,1960,3
NA-118,Taaj   Muhammad Khan Langah,PSP,364,4
NA-119,Syed Javed Ali Shah,PML-N,63091,1
NA-119,Rana   Shaukat Hayyat Noon,PPP,57191,2
NA-119,Malik   Ghulam Abbas,MDM,12480,3
NA-120,Makhdoom Shah Mehmood Hussain Qureshi,PPP,73289,1
NA-120,Makhdoom Muhammad Javed,PML-N,54385,2
NA-120,Shah   Muhammad Sahu,Independent,1412,3
NA-120,Akhtar   Hussain Gill,IJM,732,4
NA-121,Haji Muhammad Iqbal Hiraj,PPP,64482,1
NA-121,Syed   Fakhar Imam Shah,PML-N,52724,2
NA-122,Major (R) Aftab Ahmad Daha,PML-N,61281,1
NA-122,Sardar   Allah Yar Hiraj,PPP,57042,2
NA-123,Pir Muhammad Aslam Bodla,PPP,72658,1
NA-123,Majeeda Wyen,PML-N,51454,2
NA-123,Tanveer Ahmad,Independent,613,3
NA-123,Mehar   Khizar Hayyar Hiraj,Independent,211,4
NA-123,Khan Farhat Ullah Khan,Independent,112,5
NA-124,Chaudahry Nauraiz Shakoor,PPP,64695,1
NA-124,Mian   Anwar Ul Haq Ramay,PML-N,63236,2
NA-124,Rana   Aftab Ahmad Khan,Independent,991,3
NA-124,Chaudhary Muhammad Idrees,PIF,592,4
NA-124,Ehsan   Ul Haq Khan,Independent,487,5
NA-124,Syed   Nadeem Hussain,Independent,213,6
NA-124,Mian   Muhammad Rafique,Independent,116,7
NA-125,Mehar Ghulam Farid Kathia,PPP,61015,1
NA-125,Chaudhary Muhammad Ashraf,PML-N,56079,2
NA-125,Major   (R) Ahmad Mehmood,PIF,4310,3
NA-125,Ghulam   Farid,Independent,2457,4
NA-125,Roshan   Ali,Independent,1087,5
NA-126,Begum   Shahnaz Javed,PPP,73454,1
NA-126,Rai   Ahmad Nawaz,PML-N,59582,2
NA-126,Molvi   Bashir Ahmad,PIF,8066,3
NA-126,Shahnaz Bibi,Independent,1860,4
NA-127,Mian Muhammad Amjad Joiya,PPP,60881,1
NA-127,Raja   Shahid Saeed Khan,PML-N,55889,2
NA-127,Abdul   Rehman alias Romi,PIF,4059,3
NA-127,Aish   Muhammad Khan Sara,Independent,2624,4
NA-127,Rana   Ghazanfar Abbas Khan,MDM,836,5
NA-128,Rao   Muhammad Hashim Khan,PPP,55704,1
NA-128,Muhammad   Ahmad Khan,PML-N,42881,2
NA-128,Mian Ahmad Raza Khan Manika,PML-J,24031,3
NA-129,Mian Noor Muhammad Khan Bhaba,PPP,63622,1
NA-129,Muhammad Nawaz alias Dilawar Khan Khichi,PML-N,61047,2
NA-129,Mian   Faiz Baskhsh,Independent,17779,3
NA-129,Haji   Muhammad Aslam Khan Khichi,Independent,1416,4
NA-130,Tahmina Aqeel Daultana,PML-N,74654,1
NA-130,Abdul   Hameed Bhatti,PPP,46943,2
NA-130,Abdul   Haq Daugal,MDM,16397,3
NA-130,Taj   Muhammad Bhatti,Independent,713,4
NA-130,Mian   Abdul Majid,Independent,531,5
NA-130,Mian   Shaukat Ali Aqeel,Independent,206,6
NA-131,Qurban Ali Chohan,,77734,1
NA-131,Chaudhary Nazir Ahmad,,63307,2
NA-131,Qari Muhammad Tayyab,,1865,3
NA-131,Nazir Ahmad Mitho Dogar,,666,4
NA-132,Khawja Kamal Ud Din Anwar,PPP,67432,1
NA-132,Muhammad Amjad Farooq Khan Khosa,PML-N,65002,2
NA-132,Moulana Muhammad Abdul Qadir Dervi,MDM,9529,3
NA-132,Haji   Saif Ullah Khan Sadozai,Independent,815,4
NA-133,Sardar Farooq Ahmad Khan Leghari,PPP,95943,1
NA-133,Sardar   Muhammad Saif Uddin Khosa,PML-N,50938,2
NA-134,Mir Balkh Sher Mazari,Independent,74183,1
NA-134,Sardar   Nasrullah Khan Dreshik,Independent,61210,2
NA-134,Muhammad Rafiq Puchar,PIF,6453,3
NA-135,Sardar Abdul Qayyum Khan Jatoi,PML-N,53241,1
NA-135,Moulana Shah Ahmad Noorani Siddiqi,IJM,40482,2
NA-135,Syed   Jamil Ahmad Hussain Bukhari,PPP,27115,3
NA-136,Nawabzada Nasrullah Khan,NDA,62264,1
NA-136,Mian   Atta Muhammad Qureshi,PML-N,47702,2
NA-136,Muzaffar Mehdi Hashmi,Independent,2152,3
NA-136,Jam   Niaz Rasool Ganga,PSP,286,4
NA-137,Malik Ghulam Muhammad Mustafa Khar,Independent,51776,1
NA-137,Mian   Ehsan Karim Qureishi,PML-N,25679,2
NA-137,Malik   Ghulam Muhammad Noor Rabbani Khar,PML-J,19364,3
NA-137,Liaqat   Baloch,PIF,7006,4
NA-137,Malik   Ghulam Muhammad Fakhar ul Russal Arbi,Independent,578,5
NA-137,Haji   Muhammad Akram Dowana,IJM,413,6
NA-137,Dr.   Syed Athar Mehdi Shah Kazmi,PSP,336,7
NA-137,Sardar   Amjad Hameed Khan Dasti,Independent,261,8
NA-137,Malik   Muhammad Rafiq Khar,Independent,168,9
NA-138,Malik Ghulam Muhammad Mustafa Khar,PPP,60226,1
NA-138,Mian   Ghulam Abbas Qureshi,PML-N,54527,2
NA-138,Muhammad Ramzan Motianwala,Independent,581,3
NA-138,Moulana Abdullah Salfi,Independent,312,4
NA-138,Niaz   Ahmad Khan Buzdar,Independent,224,5
NA-139,Malik Niaz Ahmad Jhakhar,PPP,64650,1
NA-139,Malik   Ghulam Haidar Thind,PML-N,49156,2
NA-139,Abdul   Razzaq Rahi,Independent,906,3
NA-139,Liaqat   Ali Khan Khetran,Independent,455,4
NA-139,Mian   Maqsood Ali,Independent,348,5
NA-140,Muhammad Jahangir Khan,PPP,51162,1
NA-140,Sahibzada Faiz ul Hassan,PML-N,46480,2
NA-140,Manzoor Ahmad Khan,PIF,6296,3
NA-141,Nawab Salah Ud Din Abbasi,PML-N,67115,1
NA-141,Shahzada Muhammad Usman Abbasi,PML-J,49992,2
NA-141,Muhammad Abdullah,MDM,22751,3
NA-141,Farood   Ahmad Malik,PSP,696,4
NA-142,Sahabzada Farooq Anwar Abbasi,PML-N,69280,1
NA-142,Tariq   Bashir Cheema,PPP,64480,2
NA-142,Syed   Mehmood Akbar Rizvi,PIF,2809,3
NA-142,Muhammad Islam,Independent,405,4
NA-143,Mian Riaz Hussain Pirzada,PPP,85922,1
NA-143,Syed Tasneem Hussain Gardezi,PML-N,69445,2
NA-143,Chaudhary Ghulam Muhammad Azim,PIF,4398,3
NA-144,Mian Abdul Sattar Lalika,PML-N,80541,1
NA-144,Syed   Muhammad Asghar Shah,PML-J,56983,2
NA-144,Abdul   Qadir Shaheen,PPP,1102,3
NA-144,Mian   Shaukat Ali Laleka,Independent,502,4
NA-144,Doctor   Noor Muhammad Ghaffari,MDM,420,5
NA-145,Mian Mamtaz Ahmad Matiana,PPP,82480,1
NA-145,Mian   Abdul Sattar Laleka,PML-N,65077,2
NA-145,Caption (R) Muhammad Sadiq Khan Khakwani,PIF,3823,3
NA-145,Ghulam   Rasool,Independent,1666,4
NA-145,Abdul   Sattar,Independent,528,5
NA-146,Ali   Akbar Mazhar Wains,PPP,89723,1
NA-146,Chaudhary Abdul Ghafoor,PML-N,59062,2
NA-146,Doctor Ehsan Bari Mian,PIF,4013,3
NA-146,Muhammad Siddique,NDA,906,4
NA-147,Makhdoom Syed Ahmad Alam Anwar,PPP,75368,1
NA-147,Khawaja Muhammad Asghar Koreja,PML-N,44817,2
NA-147,Chaudhary Masood Ahmad,Independent,1773,3
NA-147,Syed   Masood Alam,Independent,867,4
NA-148,Makdoom Shahab Ud din,PPP,66371,1
NA-148,Makhdoom Rukan uddin,PML-N,45725,2
NA-148,Hafiz   Muhammad Akbar,MDM,9093,3
NA-148,Mukhtar Ahmad Azad,PSP,730,4
NA-149,Chaudhary Muhammad Jaffar Iqbal,PML-N,79720,1
NA-149,Chaudhary Zafar Iqbal Waraich,PPP,62460,2
NA-149,Abdur   Rauf Rabbani,IJM,3538,3
NA-149,Abdul   Majeed Kanju,NDA,686,4
NA-149,Muhammad Saleem Akhtar,Independent,527,5
NA-149,Iftikhar Ahmad,Independent,286,6
NA-150,Makhdoom  Syed Ahmad Mehmood,PML-N,83317,1
NA-150,Sardar   Rafiq Haidar Khan Leghari,PPP,64815,2
NA-150,Chaudhary Muhammad Hanif,PIF,1509,3
NA-151,Syed Khurshid Ahmad Shah,PPP,50399,1
NA-151,Yar   Muhammad Ghumro,PML-N,34947,2
NA-151,Syed   Gulzar Shah,Independent,1656,3
NA-151,Shoukat Ali,Independent,328,4
NA-151,Sikandar Ali,Independent,159,5
NA-151,Nusrit   Aziz,Independent,138,6
NA-151,Dhani   Bux Baloch,Independent,115,7
NA-151,Abdul   Majeeb Pirzada,Independent,97,8
NA-151,Muhammad Saleem,HPG,97,9
NA-151,Abdul   Jabbar Lakho,Independent,83,10
NA-151,Mehboob Hussain,Independent,74,11
NA-151,Farukh   Adil Sheikh,Independent,63,12
NA-151,Najamuddin Shaikh,Independent,27,13
NA-151,Abdul   Qadir Ghumro,Independent,26,14
NA-152,Sardar Ghulam Muhammad Khan Mehar,PML-N,48252,1
NA-152,Jam   Saif Ullah Dharejo,PPP,35896,2
NA-152,Sardar   Ali Gohar Khan,Independent,756,3
NA-152,Mir   Sobdar Khan,Independent,287,4
NA-152,Ghulam   Akbar Kalwar,Independent,232,5
NA-152,Jam   Zafarullah Khan Dharejo,Independent,152,6
NA-152,Haji   Anwar Ali Khan,Independent,134,7
NA-152,Karam   Elahi Khan,Independent,96,8
NA-153,Sardar Noor Muhammad Khan Lund,PPP,48617,1
NA-153,Haji   Ahmad Yar Khan,PML-N,41577,2
NA-153,Jam   Mumtaz Hussain,Independent,815,3
NA-153,Nawab   Khan,Independent,547,4
NA-153,Dadan   Khan Lund,Independent,527,5
NA-153,Manzoor Ahmad Khan,Independent,293,6
NA-153,Sardar   Ali Gohar Khan,Independent,273,7
NA-154,Aftab Shahban Mirani,PPP,31309,1
NA-154,Moulvi   Muhammad Alim Pahore,IJM,18917,2
NA-154,Maqbool Ahmad,Independent,14470,3
NA-154,Sher   Muhammad,PIF,1179,4
NA-154,Abdul   Nabi,Independent,882,5
NA-154,Zahid   Ali,Independent,252,6
NA-154,Junaid   Ahmad Somro,Independent,213,7
NA-154,Qari   Hafeez Ur Rehman,Independent,196,8
NA-155,Altaf Ali Bhayo,PPP,31857,1
NA-155,Agha   Atta Muhammad Khan,Independent,16775,2
NA-155,Sardar   Wahid Bux Bhayo,Independent,1232,3
NA-155,Abdul   Rahim Khan,Independent,834,4
NA-155,Sikandar Khan Kakepoto,Independent,438,5
NA-155,Agha   Arsala Khan,Independent,392,6
NA-155,Ejaz   Khan,Independent,208,7
NA-155,Mir   Ramzan Khan Bhayo,Independent,188,8
NA-155,Muzaffar Ali Issani,Independent,104,9
NA-156,Mir   Ahmad Nawaz Khan Jakhrani,PPP,43474,1
NA-156,Ellahi   Bux Somro,PML-N,24236,2
NA-156,Kashmir Khan   Jakhrani,Independent,2352,3
NA-156,Moulana Muhammad Sharif,IJM,711,4
NA-156,Mir   Liaqat Ali,Independent,248,5
NA-156,Sardar   Baqa Muhammad,Independent,224,6
NA-156,Mir   Hassan Khan Khoso,Independent,221,7
NA-156,Aijaz   Hussain Jakhrani,Independent,215,8
NA-156,Mir   Naseer Khan,Independent,163,9
NA-156,Muhammad Aslam Abro (Rtd),Independent,85,10
NA-157,Mir   Mehran Khan Bajarani,PPP,30970,1
NA-157,Mir   Hazar Khan Bajarani,Independent,29684,2
NA-157,Pir   Abdul Haq Samejo,Independent,9747,3
NA-157,Molve   Abdullah,PIF,1156,4
NA-157,Mir   Baggan Khan,Independent,565,5
NA-157,Meer   Sarfraz Khan,Independent,281,6
NA-158,Ghulam Mustafa Khan Jatoi,NPP,48594,1
NA-158,Asif   Ali Zardari,PPP,28929,2
NA-158,Khan   Muhammad Jamali,Independent,2088,3
NA-158,Doctor   Abdul Hameed Memon,Independent,1001,4
NA-158,Dil   Murad Jamali,Independent,298,5
NA-158,Zafar   Ali Shah,Independent,231,6
NA-158,Ghulam   Asghar Abbasi,Independent,214,7
NA-158,Ghulam   Mustafa Jamali,Independent,125,8
NA-158,Pir   Syed Abbas Ali Shah,Independent,118,9
NA-158,Shabir   Ahmad Saheto,Independent,118,10
NA-158,Arif   Khan Jatoi,Independent,105,11
NA-158,Ghulam   Rasool Khan Jatoi,Independent,79,12
NA-158,Qadeer   Ahmad Seheto,Independent,74,13
NA-158,Maqsood Ahmad Qureshi,HPG,54,14
NA-159,Syed Zafar Ali Shah,PPP,66455,1
NA-159,Mian   Khalid Rajpar,PML-N,39391,2
NA-159,Mole   Dino Rajpar,Independent,371,3
NA-159,Syed   Murad Ali Shah,Independent,196,4
NA-159,Munawar Ali Shah,Independent,148,5
NA-159,Ghulam   Mujtaba Khan Soomoro,Independent,134,6
NA-159,Tariq   Khan,Independent,113,7
NA-159,Imtiaz   Ali Taj,Independent,105,8
NA-159,Muhammad Saddiq,Independent,94,9
NA-159,Mumtaz   Ali,Independent,81,10
NA-159,Abdul   Jabbar,HPG,63,11
NA-159,Ghulam   Akbar,Independent,61,12
NA-159,Asghar   Ali Shah,Independent,36,13
NA-159,Imam   Bux Khan,Independent,18,14
NA-160,Asif Ali Zardari,PPP,40372,1
NA-160,Syed   Kazim Hussain Shah,PML-N,29026,2
NA-160,Syed   Javid Haidar Shah,Independent,2103,3
NA-160,Doctor   Karam Ali Rustamani,Independent,1218,4
NA-160,Kamran   Azizullah Abro,Independent,979,5
NA-160,Molvi   Abdul Karim,IJM,946,6
NA-160,Muhammad Mohsin Naeem,Independent,380,7
NA-160,Abdul   Majeed,HPG,182,8
NA-160,Syed   Azam Hussain,DIP,147,9
NA-160,Doctor   Muhammad Umar,Independent,129,10
NA-160,Inayat   Ali Rind,Independent,105,11
NA-160,Lal   Mir Khan,Independent,97,12
NA-160,Muhammad Yaqoob Lashari,Independent,88,13
NA-161,Hakim Ali Zardari,PPP,40644,1
NA-161,Syed   Shabbir Ahmad Shah,PML-N,26511,2
NA-161,Ghulam   Mustafa Shah,Independent,470,3
NA-161,Syed   Mehmood Ahmad Shah,Independent,332,4
NA-161,Moharam Ali Khokhar,Independent,236,5
NA-161,Ghulam   Qadir Chandio,Independent,191,6
NA-161,Sardar   Jam Tamachi,Independent,188,7
NA-161,Haji   Allah Bux Lakho,Independent,95,8
NA-161,Shabir   Ahmad Khanzada,HPG,95,9
NA-161,Jam   Feroze,Independent,68,10
NA-161,Abdul   Rasheed Ghagar,Independent,25,11
NA-162,Manzoor Hussain Wassan,PPP,69298,1
NA-162,Syed   Ghous Ali Shah,PML-N,61224,2
NA-162,Syed   Sana Ullah Shah,Independent,2784,3
NA-162,Syed   Shabbir Haidar Shah,Independent,554,4
NA-162,Muhammad Ali Wassan,Independent,301,5
NA-162,Rahim   Bux Wassan,Independent,142,6
NA-163,Peer Syed   Abdul Qadir Shah,PPP,65193,1
NA-163,Pir Syed Sadar Uddin Shah,PML-N,51891,2
NA-163,Sharaf   Uddin Khan,Independent,3370,3
NA-163,Pir   Syed Muhammad Taqi Shah,Independent,1208,4
NA-163,Doctor   Ahmad Ali,PIF,978,5
NA-163,Pir   Syed Zahoor Ahmad Shah,Independent,455,6
NA-163,Peer   Bux,Independent,286,7
NA-163,Bashir   Ahmad,Independent,183,8
NA-163,Mumtaz   Hussain,Independent,129,9
NA-164,Begum Nusrat Bhutto,PPP,67931,1
NA-164,Hameeda Khoro,PML-N,8366,2
NA-164,Hafiz   Ahmad Ali,IJM,1117,3
NA-164,Muhammad Ashiq,PIF,1086,4
NA-164,Qamar   Uddin Bhatti,Independent,735,5
NA-164,Doctor   Mazhar Ali Mughal,Independent,282,6
NA-165,Shabbir Ahmad Chandio,PPP,46808,1
NA-165,Haidar   Ali Khan Talpur,PML-N,16720,2
NA-165,Syed   Qabool Ahmad Shah,Independent,1427,3
NA-165,Syed   Miran Muhammad Shah,Independent,371,4
NA-165,Syed   Zulfiqar Ali Shah,Independent,238,5
NA-165,Muhammad Tufail,HPG,154,6
NA-165,Muhammad Yameen,Independent,82,7
NA-165,Irfan   Gul,Independent,64,8
NA-165,Anwar   Hussain Shah,Independent,22,9
NA-166,Mohtarma Benazir Bhutto,PPP,59376,1
NA-166,Doctor   Khalid Mehmood Somro,IJM,15730,2
NA-166,Muhammad Ayub Ansari,PIF,5508,3
NA-167,Makhdoom Amin Faheem,PPP,,1
NA-168,Sahibzada Shabbir Hassan Ansari,PML-N,18562,1
NA-168,Amanullah,PPP,9832,2
NA-168,Moulana Shah Ahmad Noorani,IJM,4392,3
NA-168,Abdul   Waheed Qureishi,PIF,4323,4
NA-168,Nawab   Mirza Advocate,Independent,382,5
NA-168,Hassan   Imam Shaikh,Independent,303,6
NA-168,Qazi   Nisar Ahmad,Independent,135,7
NA-168,Aftab   Ahmad Shaikh,HPG,70,8
NA-168,Kaleem   Ullah Khan,HG,69,9
NA-169,Qazi Asad Abid,PPP,17837,1
NA-169,Nawab   Muhammad Yamin,PML-N,10425,2
NA-169,Mushtaq Ahmad Khan,PIF,3693,3
NA-169,Dost   Muhammad,Independent,918,4
NA-169,Syed   Wasi Mazhar Nadvi,Independent,392,5
NA-169,Mumtaz   Junedi,Independent,219,6
NA-169,Waseem   Akhtar Khan Sagheer,IJM,163,7
NA-169,Abdul   Qadir Junejo,Independent,131,8
NA-169,Syed   Sohail Mehmood Mashdadi,HPG,77,9
NA-169,Rana   Mehmood Ali,Independent,47,10
NA-169,Chaudhary Muhammad Ali,Independent,25,11
NA-170,Syed Naveed Qamar,PPP,46808,1
NA-170,Mir   Haidar Ali Khan Talpur,PML-N,16720,2
NA-170,Syed   Qabool Ahmad Shah,Independent,1427,3
NA-170,Syed   Miran Muhammad Shah,Independent,371,4
NA-170,Syed   Zulfiqar Ali Shah,Independent,238,5
NA-170,Muhammad Tufail,HPG,154,6
NA-170,Muhammad Yameen,Independent,82,7
NA-170,Irfan   Gul,Independent,64,8
NA-170,Anwar   Hussain Shah,Independent,22,9
NA-171,Abdul Sattar Bachani,PPP,33812,1
NA-171,Mir   Ghulam Murtaza Bhutto,SBC,20067,2
NA-171,Muhammad Ibrahim Sinharo,PIF,3438,3
NA-171,Doctor   Dadu Mehari,Independent,2858,4
NA-171,Syed   Umeed Ali Shah,Independent,851,5
NA-171,Haji   Mir Muhammad Khan Khokhar,Independent,268,6
NA-171,Umed   Ali,Independent,233,7
NA-171,Muhammad Mehmood Shah,Independent,203,8
NA-171,Shahid   Ahmad Khanzada alias Shahid Wahab,HPG,103,9
NA-172,Abdul Sattar Laghari,PPP,39216,1
NA-172,Haji   Abdullah Halipota,PML-N,24834,2
NA-172,Molvi   Abdul Ghafoor Qasimi,IJM,2389,3
NA-172,Ali   Asghar Helipota,Independent,571,4
NA-172,Doctor   Abdul Haq Nizamani,Independent,518,5
NA-172,Ali   Anwar Halepoto,Independent,469,6
NA-172,Ghulam   Hussain Shah,Independent,248,7
NA-172,Muhammad Iqbal,HPG,118,8
NA-173,Doctor Zulfiqar Mirza,PPP,39528,1
NA-173,Meer   Ghulam Murtaza Bhutto,SBC,13313,2
NA-173,Abdul   Ghafoor Nizamani,PML-N,7304,3
NA-173,Master   Abdullah Sheedi,Independent,1096,4
NA-173,Doctor   Dado Maheri,Independent,1071,5
